PheCode	Phenotype	Ethnicity	Prevalence	Cases	Controls
260.7	Polyphagia	Any other white background	0.0	0.0	16173.0
278.4	Abnormal weight gain	Any other white background	0.03	5.0	15798.0
780.0	Hypothermia/Chills	Any other white background	0.05	8.0	16310.0
790.1	Elevated sedimentation rate	Any other white background	0.01	2.0	16086.0
790.0	Nonspecific findings on examination of blood	Any other white background	0.07	12.0	16086.0
250.41	Impaired fasting glucose	Any other white background	0.1	16.0	15478.0
250.42	Other abnormal glucose	Any other white background	0.12	18.0	15478.0
573.9	Abnormal serum enzyme levels	Any other white background	0.06	10.0	15897.0
279.7	Other immunological findings	Any other white background	0.07	11.0	16296.0
250.5	Glycosuria or Acetonuria	Any other white background	0.03	4.0	15478.0
598.9	Other nonspecific findings on examination of urine	Any other white background	0.11	18.0	16159.0
346.3	Nonspecific abnormal findings in cerebrospinal fluid	Any other white background	0.01	1.0	15778.0
609.2	Abnormal spermatozoa	Any other white background	0.0	0.0	15654.0
514.0	Abnormal findings examination of lungs	Any other white background	0.62	101.0	16216.0
611.1	Abnormal mammogram	Any other white background	0.0	0.0	16050.0
346.1	Nonspecific abnormal findings on radiological and other examination of skull and head	Any other white background	0.05	8.0	15778.0
793.2	Nonspecific abnormal findings on radiological and other examination of other intrathoracic organs (echocardiogram, etc)	Any other white background	0.13	22.0	16290.0
575.9	Nonspecific abnormal findings on radiological and other examination of biliary tract	Any other white background	0.09	14.0	15704.0
564.8	Abnormal findings on exam of gastrointestinal tract/ abdominal area	Any other white background	0.6	80.0	13255.0
793.0	Nonspecific abnormal findings on radiological and other examination of musculoskeletal system	Any other white background	0.04	6.0	16290.0
346.2	Nonspecific abnormal results of function study of brain and central nervous system	Any other white background	0.0	0.0	15778.0
346.0	Abnormal findings on study of brain and/or nervous system	Any other white background	0.0	0.0	15778.0
514.1	Abnormal results of function study of pulmonary system	Any other white background	0.01	1.0	16216.0
429.2	Abnormal function study of cardiovascular system	Any other white background	0.12	19.0	16103.0
589.0	Abnormal results of function study of kidney	Any other white background	0.0	0.0	15836.0
573.7	Abnormal results of function study of liver	Any other white background	0.8	129.0	15897.0
246.7	Abnormal results of function study of thyroid	Any other white background	0.01	1.0	15558.0
259.1	Nonspecific abnormal results of other endocrine function study	Any other white background	0.02	3.0	16140.0
915.0	Superficial injury without mention of infection	Any other white background	1.16	189.0	16080.0
916.0	Contusion	Any other white background	0.39	63.0	16255.0
870.3	Other open wound of head and face	Any other white background	0.83	134.0	15982.0
870.1	Open wound or laceration of eye or eyelid	Any other white background	0.13	21.0	15982.0
870.4	Open wound of nose and sinus	Any other white background	0.06	10.0	15982.0
870.2	Open wound of ear	Any other white background	0.03	4.0	15982.0
870.5	Open wound of lip and mouth	Any other white background	0.08	13.0	15982.0
819.0	Skull and face fracture and other intercranial injury	Any other white background	0.36	58.0	16254.0
873.0	Broken tooth	Any other white background	0.04	7.0	15982.0
817.0	Concussion	Any other white background	0.01	2.0	16254.0
818.0	Intracranial hemorrhage (injury)	Any other white background	0.04	7.0	16254.0
872.0	Traumatic amputation	Any other white background	0.07	11.0	15982.0
870.6	Open wound of neck	Any other white background	0.01	2.0	15982.0
952.0	Spinal cord injury without evidence of spinal bone injury	Any other white background	0.02	3.0	16315.0
870.0	Open wounds of head; neck; and trunk	Any other white background	0.03	5.0	15982.0
809.0	Fracture of unspecified bones	Any other white background	0.02	3.0	16208.0
807.0	Fracture of ribs	Any other white background	0.02	4.0	16208.0
803.3	Fracture of clavicle or scapula	Any other white background	0.03	5.0	16208.0
870.8	Open wound of genital organs	Any other white background	0.02	3.0	15982.0
802.0	Fracture of pelvis	Any other white background	0.01	2.0	16208.0
871.0	Open wounds of extremities	Any other white background	1.05	170.0	15982.0
803.1	Fracture of humerus	Any other white background	0.11	18.0	16208.0
803.0	Fracture of upper limb	Any other white background	0.04	7.0	16208.0
803.2	Fracture of radius and ulna	Any other white background	0.12	20.0	16208.0
804.0	Fracture of hand or wrist	Any other white background	0.11	18.0	16208.0
840.3	Joint/ligament sprain	Any other white background	0.03	5.0	16302.0
840.0	Sprains and strains	Any other white background	0.09	15.0	16302.0
800.2	Fracture of unspecified part of femur	Any other white background	0.01	1.0	16208.0
800.1	Fracture of neck of femur	Any other white background	0.02	3.0	16208.0
800.0	Fracture of lower limb	Any other white background	0.06	10.0	16208.0
800.4	Fracture of patella	Any other white background	0.01	2.0	16208.0
800.3	Fracture of tibia and fibula	Any other white background	0.07	11.0	16208.0
801.0	Fracture of ankle and foot	Any other white background	0.09	15.0	16208.0
871.4	Open wound of toe(s)	Any other white background	0.01	1.0	15982.0
871.3	Open wound of foot except toe(s) alone	Any other white background	0.04	6.0	15982.0
801.1	Fracture of foot	Any other white background	0.0	0.0	16208.0
960.0	Poisoning by antibiotics	Any other white background	1.11	170.0	15157.0
960.2	Allergy/adverse effect of penicillin	Any other white background	4.48	711.0	15157.0
960.1	Adverse effects of antibacterials (not penicillins)	Any other white background	0.01	1.0	15157.0
961.1	Poisoning/allergy of sulfonamides	Any other white background	0.21	32.0	15157.0
961.0	Poisoning by other anti-infectives	Any other white background	0.16	25.0	15157.0
962.3	Hormones and synthetic substitutes causing adverse effects in therapeutic use	Any other white background	0.06	9.0	15157.0
962.0	Poisoning by hormones and synthetic substitutes	Any other white background	0.04	6.0	15157.0
963.0	Poisoning by primarily systemic agents	Any other white background	0.05	7.0	15157.0
965.0	Poisoning by analgesics, antipyretics, and antirheumatics	Any other white background	1.78	274.0	15157.0
965.3	Salicylates causing adverse effects in therapeutic use	Any other white background	0.05	7.0	15157.0
969.0	Poisoning by psychotropic agents	Any other white background	0.37	56.0	15157.0
966.0	Poisoning by anticonvulsants and anti-Parkinsonism drugs	Any other white background	0.14	22.0	15157.0
971.0	Poisoning by drugs primarily affecting the autonomic nervous system	Any other white background	0.01	1.0	15157.0
963.1	Antineoplastic and immunosuppressive drugs causing adverse effects	Any other white background	0.01	1.0	15157.0
964.0	Poisoning by agents primarily affecting blood constituents	Any other white background	0.0	0.0	15157.0
964.1	Anticoagulants causing adverse effects	Any other white background	0.09	14.0	15157.0
972.0	Poisoning by agents primarily affecting the cardiovascular system	Any other white background	0.04	6.0	15157.0
973.0	Poisoning by agents primarily affecting the gastrointestinal system	Any other white background	0.03	5.0	15157.0
975.0	Poisoning by agents primarily acting on the smooth and skeletal muscles and respiratory system	Any other white background	0.01	1.0	15157.0
976.0	Poisoning by agents primarily affecting skin & mucous membrane, ophthalmological, otorhinolaryngological, & dental drugs	Any other white background	0.01	2.0	15157.0
974.0	Poisoning by water, mineral, and uric acid metabolism drugs	Any other white background	0.01	2.0	15157.0
979.0	Adverse drug events and drug allergies	Any other white background	0.09	13.0	15157.0
981.0	Toxic effect of (non-ethyl) alcohol and petroleum and other solvents	Any other white background	0.04	6.0	16301.0
987.0	Toxic effect of other gases, fumes, or vapors	Any other white background	0.02	3.0	16301.0
983.0	Toxic effect of corrosive aromatics, acids, and caustic alkalis	Any other white background	0.01	1.0	16301.0
989.0	Toxic effect of other substances, chiefly nonmedicinal as to source	Any other white background	0.01	2.0	16301.0
985.0	Toxic effect of other metals	Any other white background	0.0	0.0	16301.0
986.0	Toxic effect of carbon monoxide	Any other white background	0.01	1.0	16301.0
988.0	Toxic effect of noxious substances eaten as food	Any other white background	0.02	4.0	16301.0
913.0	Toxic effect of venom	Any other white background	0.04	6.0	16312.0
946.0	Anaphylactic shock NOS	Any other white background	0.12	19.0	16137.0
949.0	Allergies, other	Any other white background	0.12	20.0	16137.0
958.0	Certain early complications of trauma or procedure	Any other white background	0.12	20.0	16297.0
958.2	Traumatic and surgical subcutaneous emphysema	Any other white background	0.01	1.0	16297.0
942.0	Infusion and transfusion reaction	Any other white background	0.01	2.0	16137.0
941.0	Adverse reaction to serum or vaccine	Any other white background	0.04	6.0	16137.0
850.0	Hemorrhage or hematoma complicating a procedure	Any other white background	1.22	193.0	15684.0
958.1	Postoperative shock	Any other white background	0.0	0.0	16297.0
854.0	Complications of cardiac/vascular device, implant, and graft	Any other white background	0.61	96.0	15684.0
81.0	Infection/inflammation of internal prosthetic device; implant; and graft	Any other white background	0.22	35.0	16122.0
859.0	Complication due to other implant and internal device	Any other white background	0.87	138.0	15684.0
860.0	Bone marrow or stem cell transplant	Any other white background	0.04	6.0	16312.0
510.2	Lung transplant	Any other white background	0.02	3.0	16274.0
851.0	Complications of transplants and reattached limbs	Any other white background	1.45	230.0	15684.0
874.0	Complication of amputation stump	Any other white background	0.04	6.0	15982.0
297.2	Suicide or self-inflicted injury	Any other white background	0.39	58.0	14632.0
297.0	Suicidal ideation or attempt	Any other white background	0.01	1.0	14632.0
585.31	Renal dialysis	Any other white background	0.18	29.0	15836.0
71.0	Human immunodeficiency virus [HIV] disease	Any other white background	0.08	13.0	16015.0
638.0	Other high-risk pregnancy	Any other white background	0.04	6.0	15797.0
559.0	Ileostomy status	Any other white background	0.32	42.0	13255.0
197.0	Chemotherapy	Any other white background	5.0	777.0	14778.0
196.0	Radiotherapy	Any other white background	0.0	0.0	14778.0
289.3	Personal history of diseases of blood and blood-forming organs	Any other white background	0.09	15.0	15992.0
564.9	Personal history of diseases of digestive system	Any other white background	4.9	683.0	13255.0
965.1	Opiates and related narcotics causing adverse effects in therapeutic use	Any other white background	0.32	48.0	15157.0
587.0	Kidney replaced by transpant	Any other white background	0.13	21.0	15836.0
573.2	Liver replaced by transplant	Any other white background	0.03	4.0	15897.0
364.9	Cornea replaced by transplant	Any other white background	0.04	6.0	15854.0
426.91	Cardiac pacemaker in situ	Any other white background	0.55	85.0	15237.0
395.6	Heart valve replaced	Any other white background	0.4	64.0	16032.0
426.9	Cardiac pacemaker/device in situ	Any other white background	0.04	6.0	15237.0
250.3	Insulin pump user	Any other white background	0.0	0.0	15478.0
509.8	Dependence on respirator [Ventilator] or supplemental oxygen	Any other white background	0.12	19.0	15879.0
8.0	Intestinal infection	Bangladeshi	0.0	0.0	227.0
8.5	Bacterial enteritis	Bangladeshi	2.99	7.0	227.0
38.1	Gram negative septicemia	Bangladeshi	1.39	3.0	213.0
8.51	Intestinal e.coli	Bangladeshi	0.0	0.0	227.0
8.52	Intestinal infection due to C. difficile	Bangladeshi	0.0	0.0	227.0
8.7	Intestinal infection due to protozoa	Bangladeshi	0.44	1.0	227.0
8.6	Viral Enteritis	Bangladeshi	0.44	1.0	227.0
10.0	Tuberculosis	Bangladeshi	0.47	1.0	213.0
41.0	Bacterial infection NOS	Bangladeshi	5.75	13.0	213.0
686.0	Other local infections of skin and subcutaneous tissue	Bangladeshi	0.0	0.0	231.0
480.1	Bacterial pneumonia	Bangladeshi	0.9	2.0	219.0
369.0	Infection of the eye	Bangladeshi	0.0	0.0	233.0
38.2	Gram positive septicemia	Bangladeshi	0.93	2.0	213.0
711.0	Arthropathy associated with infections	Bangladeshi	0.0	0.0	216.0
529.1	Glossitis	Bangladeshi	0.43	1.0	233.0
994.2	Sepsis	Bangladeshi	2.12	5.0	231.0
130.0	Spirochetal infection	Bangladeshi	0.0	0.0	236.0
79.0	Viral infection	Bangladeshi	0.86	2.0	231.0
31.0	Diseases due to other mycobacteria	Bangladeshi	0.0	0.0	213.0
657.0	Infections specific to the perinatal period	Bangladeshi	0.0	0.0	236.0
639.0	Complications following abortion or ectopic and molar pregnancies	Bangladeshi	0.0	0.0	231.0
465.0	Acute upper respiratory infections of multiple or unspecified sites	Bangladeshi	0.0	0.0	234.0
41.2	Streptococcus infection	Bangladeshi	0.47	1.0	213.0
320.0	Meningitis	Bangladeshi	0.0	0.0	235.0
420.0	Carditis	Bangladeshi	0.0	0.0	233.0
38.0	Septicemia	Bangladeshi	3.18	7.0	213.0
133.0	Arthropod-borne diseases	Bangladeshi	0.0	0.0	236.0
41.1	Staphylococcus infections	Bangladeshi	1.39	3.0	213.0
90.0	Sexually transmitted infections (not HIV or hepatitis)	Bangladeshi	0.0	0.0	236.0
90.2	Gonococcal infections	Bangladeshi	0.0	0.0	236.0
90.3	Venereal diseases due to Chlamydia trachomatis	Bangladeshi	0.0	0.0	236.0
131.0	Protozoan infection	Bangladeshi	0.0	0.0	236.0
54.0	Herpes simplex	Bangladeshi	0.0	0.0	231.0
78.0	Viral warts & HPV	Bangladeshi	0.0	0.0	231.0
528.0	Diseases of the oral soft tissues, excluding lesions specific for gingiva and tongue	Bangladeshi	0.85	2.0	233.0
130.1	Lyme disease	Bangladeshi	0.0	0.0	236.0
136.0	Other infectious and parasitic diseases	Bangladeshi	0.0	0.0	236.0
324.0	Other CNS infection and poliomyelitis	Bangladeshi	0.0	0.0	235.0
324.1	Jakob-Creutzfeldt disease	Bangladeshi	0.0	0.0	235.0
323.0	Encephalitis	Bangladeshi	0.42	1.0	235.0
386.2	Peripheral or central vertigo	Bangladeshi	0.0	0.0	233.0
369.2	Eye infection, viral	Bangladeshi	0.0	0.0	233.0
79.1	Varicella infection	Bangladeshi	0.0	0.0	231.0
480.2	Viral pneumonia	Bangladeshi	0.0	0.0	219.0
53.0	Herpes zoster	Bangladeshi	0.43	1.0	231.0
53.1	Herpes zoster with nervous system complications	Bangladeshi	0.0	0.0	231.0
381.1	Otitis media	Bangladeshi	0.43	1.0	231.0
70.1	Viral hepatitis A	Bangladeshi	0.0	0.0	231.0
70.2	Viral hepatitis B	Bangladeshi	0.43	1.0	231.0
70.0	Viral hepatitis	Bangladeshi	0.0	0.0	231.0
70.3	Viral hepatitis C	Bangladeshi	0.0	0.0	231.0
71.1	HIV infection, symptomatic	Bangladeshi	0.0	0.0	231.0
112.0	Candidiasis	Bangladeshi	1.27	3.0	233.0
480.3	Pneumonia due to fungus (mycoses)	Bangladeshi	0.0	0.0	219.0
230.0	Kaposi's sarcoma	Bangladeshi	0.0	0.0	236.0
202.2	Non-Hodgkins lymphoma	Bangladeshi	0.0	0.0	235.0
195.1	Malignant neoplasm, other	Bangladeshi	3.21	7.0	211.0
348.8	Encephalopathy, not elsewhere classified	Bangladeshi	0.0	0.0	225.0
504.0	Other alveolar and parietoalveolar pneumonopathy	Bangladeshi	0.0	0.0	217.0
798.0	Malaise and fatigue	Bangladeshi	1.69	4.0	232.0
260.1	Cachexia	Bangladeshi	0.0	0.0	226.0
577.1	Acute pancreatitis	Bangladeshi	0.0	0.0	235.0
79.2	Infectious mononucleosis	Bangladeshi	0.0	0.0	231.0
110.1	Dermatophytosis	Bangladeshi	0.0	0.0	233.0
110.11	Dermatophytosis of nail	Bangladeshi	0.0	0.0	233.0
110.12	Althete's foot	Bangladeshi	0.0	0.0	233.0
110.13	Dermatophytosis of the body	Bangladeshi	0.0	0.0	233.0
110.2	Dermatomycoses	Bangladeshi	0.0	0.0	233.0
112.3	Candidiasis of skin and nails	Bangladeshi	0.0	0.0	233.0
420.3	Endocarditis	Bangladeshi	0.0	0.0	233.0
117.2	Coccidioidomycosis	Bangladeshi	0.0	0.0	233.0
117.1	Histoplasmosis	Bangladeshi	0.0	0.0	233.0
117.3	Blastomycotic infection	Bangladeshi	0.0	0.0	233.0
117.0	Mycoses	Bangladeshi	0.0	0.0	233.0
117.4	Aspergillosis	Bangladeshi	0.0	0.0	233.0
580.2	Nephrotic syndrome without mention of glomerulonephritis	Bangladeshi	0.9	2.0	221.0
480.0	Pneumonia	Bangladeshi	2.23	5.0	219.0
134.0	Helminthiases	Bangladeshi	0.0	0.0	236.0
134.1	Intestinal helminthiases	Bangladeshi	0.0	0.0	236.0
132.1	Pediculosis and phthirus infestation	Bangladeshi	0.0	0.0	236.0
132.0	Infestation (lice, mites)	Bangladeshi	0.0	0.0	236.0
41.4	E. coli	Bangladeshi	1.39	3.0	213.0
145.1	Cancer of lip	Bangladeshi	0.0	0.0	234.0
145.2	Cancer of tongue	Bangladeshi	0.43	1.0	234.0
145.4	Cancer of the gums	Bangladeshi	0.43	1.0	234.0
145.5	Cancer of the mouth floor	Bangladeshi	0.0	0.0	234.0
145.0	Cancer of mouth	Bangladeshi	0.43	1.0	234.0
149.0	Cancer of larynx, pharynx, nasal cavities	Bangladeshi	0.0	0.0	234.0
145.3	Cancer of major salivary glands	Bangladeshi	0.0	0.0	234.0
149.1	Cancer of oropharynx	Bangladeshi	0.0	0.0	234.0
149.2	Cancer of nasopharynx	Bangladeshi	0.0	0.0	234.0
149.3	Cancer of hypopharynx	Bangladeshi	0.0	0.0	234.0
150.0	Cancer of esophagus	Bangladeshi	0.0	0.0	221.0
151.0	Cancer of stomach	Bangladeshi	0.0	0.0	221.0
159.2	Malignant neoplasm of small intestine, including duodenum	Bangladeshi	0.0	0.0	221.0
153.2	Colon cancer	Bangladeshi	0.46	1.0	217.0
153.3	Malignant neoplasm of rectum, rectosigmoid junction, and anus	Bangladeshi	0.46	1.0	217.0
153.0	Colorectal cancer	Bangladeshi	0.0	0.0	217.0
155.0	Cancer of liver and intrahepatic bile duct	Bangladeshi	0.9	2.0	221.0
155.1	Malignant neoplasm of liver, primary	Bangladeshi	0.0	0.0	221.0
159.3	Malignant neoplasm of gallbladder and extrahepatic bile ducts	Bangladeshi	0.9	2.0	221.0
157.0	Pancreatic cancer	Bangladeshi	0.45	1.0	221.0
159.0	Malignant neoplasm of other and ill-defined sites within the digestive organs and peritoneum	Bangladeshi	2.21	5.0	221.0
149.9	Cancer of of nasal cavities	Bangladeshi	0.0	0.0	234.0
149.4	Cancer of larynx	Bangladeshi	0.0	0.0	234.0
165.1	Cancer of bronchus; lung	Bangladeshi	1.27	3.0	233.0
164.0	Cancer of intrathoracic organs	Bangladeshi	0.0	0.0	233.0
165.0	Cancer within the respiratory system	Bangladeshi	0.0	0.0	233.0
170.1	Bone cancer	Bangladeshi	0.0	0.0	236.0
172.11	Melanomas of skin	Bangladeshi	0.0	0.0	236.0
172.2	Other non-epithelial cancer of skin	Bangladeshi	0.0	0.0	236.0
159.4	Malignant neoplasm of retroperitoneum and peritoneum	Bangladeshi	0.0	0.0	221.0
170.2	Cancer of connective tissue	Bangladeshi	0.0	0.0	236.0
174.11	Malignant neoplasm of female breast	Bangladeshi	0.43	1.0	230.0
184.2	Cancer of other female genital organs, excluding uterus and ovary	Bangladeshi	0.0	0.0	231.0
184.1	Malignant neoplasm of ovary and other uterine adnexa	Bangladeshi	0.0	0.0	231.0
180.1	Cervical cancer	Bangladeshi	0.45	1.0	221.0
182.0	Malignant neoplasm of uterus	Bangladeshi	0.0	0.0	221.0
184.11	Malignant neoplasm of ovary	Bangladeshi	0.43	1.0	231.0
187.1	Malignant neoplasm of unspecified male genital organ	Bangladeshi	0.0	0.0	235.0
185.0	Cancer of prostate	Bangladeshi	0.44	1.0	228.0
187.2	Malignant neoplasm of testis	Bangladeshi	0.0	0.0	235.0
189.11	Malignant neoplasm of kidney, except pelvis	Bangladeshi	0.0	0.0	233.0
189.12	Malignant neoplasm of renal pelvis	Bangladeshi	0.0	0.0	233.0
189.4	Malignant neoplasm of other urinary organs	Bangladeshi	0.0	0.0	233.0
189.21	Malignant neoplasm of bladder	Bangladeshi	0.85	2.0	233.0
190.0	Cancer of eye	Bangladeshi	0.0	0.0	236.0
191.1	Cancer of brain and nervous system	Bangladeshi	0.0	0.0	236.0
191.11	Cancer of brain	Bangladeshi	0.0	0.0	236.0
193.0	Thyroid cancer	Bangladeshi	0.43	1.0	234.0
194.0	Cancer of other endocrine glands	Bangladeshi	0.0	0.0	234.0
198.1	Secondary malignancy of lymph nodes	Bangladeshi	0.94	2.0	211.0
198.0	Secondary malignant neoplasm	Bangladeshi	0.94	2.0	211.0
198.2	Secondary malignancy of respiratory organs	Bangladeshi	0.47	1.0	211.0
198.3	Secondary malignant neoplasm of digestive systems	Bangladeshi	0.94	2.0	211.0
198.4	Secondary malignant neoplasm of liver	Bangladeshi	0.94	2.0	211.0
198.7	Secondary malignant neoplasm of skin	Bangladeshi	0.47	1.0	211.0
198.5	Secondary malignancy of brain/spine	Bangladeshi	0.0	0.0	211.0
198.6	Secondary malignancy of bone	Bangladeshi	1.4	3.0	211.0
201.0	Hodgkin's disease	Bangladeshi	0.0	0.0	235.0
202.21	Nodular lymphoma	Bangladeshi	0.0	0.0	235.0
202.23	Lymphosarcoma	Bangladeshi	0.0	0.0	235.0
202.24	Large cell lymphoma	Bangladeshi	0.0	0.0	235.0
204.4	Multiple myeloma	Bangladeshi	0.0	0.0	235.0
270.35	Macroglobulinemia	Bangladeshi	0.0	0.0	233.0
200.0	Myeloproliferative disease	Bangladeshi	0.0	0.0	235.0
204.0	Leukemia	Bangladeshi	0.0	0.0	235.0
204.1	Lymphoid leukemia	Bangladeshi	0.0	0.0	235.0
204.11	Lymphoid leukemia, acute	Bangladeshi	0.0	0.0	235.0
204.12	Lymphoid leukemia, chronic	Bangladeshi	0.0	0.0	235.0
204.2	Myeloid leukemia	Bangladeshi	0.0	0.0	235.0
204.21	Myeloid leukemia, acute	Bangladeshi	0.0	0.0	235.0
204.22	Myeloid leukemia, chronic	Bangladeshi	0.0	0.0	235.0
204.3	Monocytic leukemia	Bangladeshi	0.0	0.0	235.0
202.0	Cancer of other lymphoid, histiocytic tissue	Bangladeshi	0.42	1.0	235.0
277.0	Other disorders of metabolism	Bangladeshi	0.43	1.0	233.0
172.3	Carcinoma in situ of skin	Bangladeshi	0.0	0.0	236.0
174.1	Breast cancer [female]	Bangladeshi	0.43	1.0	230.0
195.0	Cancer, suspected or other	Bangladeshi	0.47	1.0	211.0
187.0	Cancer of other male genital organs	Bangladeshi	0.0	0.0	235.0
180.3	Cervical intraepithelial neoplasia [CIN] [Cervical dysplasia]	Bangladeshi	0.9	2.0	221.0
189.2	Cancer of bladder	Bangladeshi	0.0	0.0	233.0
189.0	Cancer of urinary organs (incl. kidney and bladder)	Bangladeshi	1.27	3.0	233.0
210.0	Benign neoplasm of lip, oral cavity, and pharynx	Bangladeshi	0.43	1.0	234.0
208.0	Benign neoplasm of colon	Bangladeshi	5.53	13.0	222.0
211.0	Benign neoplasm of other parts of digestive system	Bangladeshi	3.48	8.0	222.0
229.0	Benign neoplasm of unspecified sites	Bangladeshi	0.0	0.0	236.0
212.0	Benign neoplasm of respiratory and intrathoracic organs	Bangladeshi	0.42	1.0	235.0
213.0	Benign neoplasm of bone and articular cartilage	Bangladeshi	0.0	0.0	208.0
214.0	Lipoma	Bangladeshi	0.0	0.0	235.0
214.1	Lipoma of skin and subcutaneous tissue	Bangladeshi	0.0	0.0	235.0
228.0	Hemangioma and lymphangioma, any site	Bangladeshi	0.85	2.0	234.0
215.0	Other benign neoplasm of connective and other soft tissue	Bangladeshi	0.42	1.0	235.0
199.0	Neoplasm of uncertain behavior	Bangladeshi	1.4	3.0	211.0
216.0	Benign neoplasm of skin	Bangladeshi	0.85	2.0	234.0
610.4	Benign neoplasm of breast	Bangladeshi	0.0	0.0	234.0
218.1	Uterine leiomyoma	Bangladeshi	4.76	11.0	220.0
218.2	Other benign neoplasm of uterus	Bangladeshi	0.0	0.0	220.0
221.0	Benign neoplasm of other female genital organs	Bangladeshi	0.0	0.0	220.0
222.0	Benign neoplasm of male genital organs	Bangladeshi	0.0	0.0	235.0
223.0	Benign neoplasm of kidney and other urinary organs	Bangladeshi	0.48	1.0	208.0
224.0	Benign neoplasm of eye	Bangladeshi	0.0	0.0	236.0
224.1	Benign neoplasm of eye, uveal	Bangladeshi	0.0	0.0	236.0
225.1	Benign neoplasm of brain, cranial nerves, meninges	Bangladeshi	0.0	0.0	236.0
225.2	Benign neoplasm of spinal cord, meninges	Bangladeshi	0.0	0.0	236.0
225.0	Benign neoplasm of brain and other parts of nervous system	Bangladeshi	0.0	0.0	236.0
226.0	Benign neoplasm of thyroid glands	Bangladeshi	0.0	0.0	234.0
227.1	Benign neoplasm of adrenal gland	Bangladeshi	0.43	1.0	234.0
227.2	Benign neoplasm of parathyroid gland	Bangladeshi	0.0	0.0	234.0
227.3	Benign neoplasm of pituitary gland and craniopharyngeal duct (pouch)	Bangladeshi	0.0	0.0	234.0
227.0	Benign neoplasm of other endocrine glands and related structures	Bangladeshi	0.0	0.0	234.0
229.1	Benign neoplasm of lymph nodes	Bangladeshi	0.0	0.0	236.0
158.0	Neoplasm of unspecified nature of digestive system	Bangladeshi	0.45	1.0	221.0
184.0	Cancer of other female genital organs	Bangladeshi	0.0	0.0	231.0
187.8	Neoplasm of uncertain behavior of male genital organs	Bangladeshi	0.0	0.0	235.0
191.0	Manlignant and unknown neoplasms of brain and nervous system	Bangladeshi	0.0	0.0	236.0
270.32	Paraproteinemia	Bangladeshi	0.0	0.0	233.0
173.0	Neoplasm of uncertain behavior of skin	Bangladeshi	0.0	0.0	236.0
174.3	Neoplasm of uncertain behavior of breast	Bangladeshi	0.0	0.0	230.0
280.1	Iron deficiency anemias, unspecified or not due to blood loss	Bangladeshi	8.0	18.0	207.0
280.2	Iron deficiency anemia secondary to blood loss (chronic)	Bangladeshi	0.0	0.0	207.0
281.12	Other vitamin B12 deficiency anemia	Bangladeshi	0.0	0.0	207.0
281.11	Pernicious anemia	Bangladeshi	0.0	0.0	207.0
281.13	Folate-deficiency anemia	Bangladeshi	0.0	0.0	207.0
281.0	Other deficiency anemia	Bangladeshi	0.0	0.0	207.0
281.1	Megaloblastic anemia	Bangladeshi	0.0	0.0	207.0
281.9	Deficiency anemias	Bangladeshi	0.0	0.0	207.0
282.9	Other hereditary hemolytic anemias	Bangladeshi	0.0	0.0	207.0
282.8	Other hemoglobinopathies	Bangladeshi	0.96	2.0	207.0
282.5	Sickle cell anemia	Bangladeshi	0.48	1.0	207.0
289.0	Other diseases of blood and blood-forming organs	Bangladeshi	0.0	0.0	232.0
283.0	Acquired hemolytic anemias	Bangladeshi	0.0	0.0	207.0
283.1	Autoimmune hemolytic anemias	Bangladeshi	0.0	0.0	207.0
283.2	Non-autoimmune hemolytic anemias	Bangladeshi	0.0	0.0	207.0
283.21	Hemolytic-uremic syndrome	Bangladeshi	0.0	0.0	207.0
285.8	Hemoglobinuria	Bangladeshi	0.0	0.0	207.0
284.0	Aplastic anemia	Bangladeshi	0.0	0.0	207.0
284.2	Constitutional aplastic anemia	Bangladeshi	0.0	0.0	207.0
285.1	Acute posthemorrhagic anemia	Bangladeshi	0.0	0.0	207.0
285.22	Anemia in neoplastic disease	Bangladeshi	0.48	1.0	207.0
285.2	Anemia of chronic disease	Bangladeshi	0.0	0.0	207.0
285.0	Other anemias	Bangladeshi	5.48	12.0	207.0
285.3	Sideroblastic anemia	Bangladeshi	0.0	0.0	207.0
286.6	Defibrination syndrome	Bangladeshi	0.0	0.0	233.0
286.13	Congenital factor VIII disorder	Bangladeshi	0.0	0.0	233.0
286.1	Congenital coagulation defects	Bangladeshi	0.0	0.0	233.0
286.7	Other and unspecified coagulation defects	Bangladeshi	0.0	0.0	233.0
286.11	Von willebrand's disease	Bangladeshi	0.0	0.0	233.0
286.12	Congenital deficiency of other clotting factors (including factor VII)	Bangladeshi	0.0	0.0	233.0
286.5	Hemorrhagic disorder due to intrinsic circulating anticoagulants	Bangladeshi	0.0	0.0	233.0
286.4	Acquired coagulation factor deficiency	Bangladeshi	0.0	0.0	233.0
287.0	Purpura and other hemorrhagic conditions	Bangladeshi	0.43	1.0	233.0
287.2	Allergic purpura	Bangladeshi	0.0	0.0	233.0
287.4	Qualitative platelet defects	Bangladeshi	0.0	0.0	233.0
287.31	Primary thrombocytopenia	Bangladeshi	0.43	1.0	233.0
287.32	Secondary thrombocytopenia	Bangladeshi	0.0	0.0	233.0
287.3	Thrombocytopenia	Bangladeshi	0.43	1.0	233.0
288.11	Neutropenia	Bangladeshi	0.43	1.0	232.0
288.0	Diseases of white blood cells	Bangladeshi	0.0	0.0	232.0
288.3	Eosinophilia	Bangladeshi	0.0	0.0	232.0
289.5	Diseases of spleen	Bangladeshi	0.0	0.0	232.0
289.9	Abnormality of red blood cells	Bangladeshi	0.43	1.0	232.0
