PheCode	Phenotype	Difference
654.1	Abnormality of organs and soft tissues of pelvis complicating pregnancy, childbirth, or the puerperium	0.61
636.8	Cervical incompetence	0.02
655.0	Known or suspected fetal abnormality affecting management of mother	2.16
679.0	Complications of in utero procedures	0.03
654.2	Rhesus isoimmunization in pregnancy	0.14
653.0	Problems associated with amniotic cavity and membranes	0.76
635.2	Antepartum hemorrhage, abruptio placentae, and placenta previa	0.44
794.0	Abnormal results of other function studies (bladder, pancreas, placenta, spleen, etc)	0.04
636.0	Early or threatened labor; hemorrhage in early pregnancy	0.51
645.0	Late pregnancy and failed induction	0.6
636.2	Early onset of delivery	0.33
661.0	Fetal distress and abnormal forces of labor	1.08
663.0	Umbilical cord complications during labor and delivery	0.3
665.0	Obstetrical/birth trauma	2.56
635.0	Hemorrhage during pregnancy; childbirth and postpartum	0.0
635.3	Placenta previa and abruptio placenta	0.64
286.3	Coagulation defects complicating pregnancy or postpartum	0.03
668.0	Complications of the administration of anesthetic or other sedation in labor and delivery	0.02
647.0	Infectious and parasitic complications affecting pregnancy	0.05
650.0	Normal delivery	0.97
647.3	Major puerperal infection	0.02
654.0	Other and unspecified complications of birth; puerperium affecting management of mother	0.04
676.0	Other disorders of the breast associated with childbirth and disorders of lactation	0.03
644.0	Anemia during pregnancy	0.43
658.0	Maternal complication of pregnancy affecting fetus or newborn	0.0
637.0	Short gestation; low birth weight; and fetal growth retardation	0.0
656.26	Transitory tachypnea or apnea of newborn	0.0
656.22	Interstitial emphysema and related conditions of newborn	0.0
747.0	Cardiac and circulatory congenital anomalies	0.0
656.5	Hematological disorders of newborn	0.0
656.7	Conditions involving the integument and temperature regulation of fetus and newborn	0.0
752.1	Neural tube defects	0.01
752.0	Nervous system congenital anomalies	0.0
752.11	Spina bifida	0.030000000000000006
747.1	Cardiac congenital anomalies	0.020000000000000004
749.0	Congenital anomalies of face and neck	0.0
753.0	Congenital anomalies of the eye	0.0
753.1	Congenital cataract and lens anomalies	0.0
753.2	Congenital anomalies of posterior segment of eye	0.01
747.11	Cardiac shunt/ heart septal defect	0.020000000000000018
747.12	Valvular heart disease/ heart chambers	0.05
747.2	Congenital anomalies of peripheral vascular system	0.0
748.0	Anomalies of respiratory system, congenital	0.0
750.13	Congenital anomalies of mouth/tongue	0.05
750.1	Upper gastrointestinal congenital anomalies	0.01
750.14	Congenital anomalies of esophagus	0.01
750.11	Esophageal atresia/tracheoesophageal fistula	0.0
750.5	Congenital hypertrophic pyloric stenosis	0.0
750.15	Congenital anomalies of stomach	0.0
750.21	Congenital anomalies of intestine	0.0
750.22	Congenital anomaly of gallbladder, bile ducts, liver, pancreas	0.010000000000000002
750.0	Digestive congenital anomalies	0.0
750.2	Lower gastrointestinal congenital anomalies	0.0
751.11	Congenital anomalies of female genital organs	0.21
751.1	Congenital anomalies of genital organs	0.02
751.12	Congenital anomalies of male genital organs	0.12
751.22	Other specified congenital anomalies of kidney	0.009999999999999995
751.21	Cystic kidney disease	0.04000000000000001
751.3	Obstructive genitourinary defect	0.0
751.2	Congenital anomalies of urinary system	0.009999999999999998
755.61	Congenital hip dysplasia and deformity	0.04
755.1	Congenital deformities of feet	0.030000000000000006
754.0	Congenital musculoskeletal deformities of spine	0.02
756.21	Pectus excavatum	0.01
756.22	Pectus carinatum	0.0
756.0	Other congenital musculoskeletal anomalies	0.01
755.4	Congenital anomalies of upper limb, including shoulder girdle	0.0
755.6	Other congenital anomalies of lower limb, including pelvic girdle	0.01
755.3	Congenital anomaly of fingers/toes	0.0
755.0	Congenital anomalies of limbs	0.0
749.2	Congenital anomalies of skull and face bones	0.0
754.2	Spondylolisthesis, congenital	0.0
756.2	Pectus and other congenital anomalies of ribs/sternum	0.0
756.1	Congenital anomalies of abdominal wall; diaphram	0.01
756.3	Congenital anomalies of muscle, tendon, fascia, and connective tissue	0.019999999999999997
691.1	Ichthyosis congenita	0.0
691.0	Congenital anomalies of skin	0.0
757.0	Congenital anomalies of the integument	0.01
691.3	Congenital pigmentary anomalies of skin	0.0
217.0	Vascular hamartomas and non-neoplastic nevi	0.01
612.3	Congenital anomalies of breast	0.04
199.4	Neurofibromatosis	0.0
759.0	Other and unspecified congenital anomalies	0.010000000000000002
758.0	Chromosomal anomalies and genetic disorders	0.009999999999999998
759.1	Anomalies of endocrine glands, congenital	0.009999999999999998
758.1	Chromosomal anomalies	0.0
396.0	Abnormal heart sounds	0.21
427.7	Tachycardia NOS	0.09999999999999998
427.9	Palpitations	0.43999999999999995
791.0	Gangrene	0.13
402.0	Elevated blood pressure reading without diagnosis of hypertension	0.17000000000000004
458.0	Hypotension	0.020000000000000018
516.1	Hemoptysis	0.3
477.0	Epistaxis or throat hemorrhage	0.38
512.8	Cough	0.009999999999999898
512.7	Shortness of breath	0.09999999999999987
512.1	Wheezing	0.009999999999999995
513.31	Apnea	0.0
513.4	Hyperventilation	0.03
293.0	Symptoms involving head and neck	0.56
512.9	Other dyspnea	0.06
478.0	Throat pain	0.009999999999999995
512.2	Painful respiration	0.010000000000000009
418.1	Precordial pain	0.18000000000000016
418.0	Nonspecific chest pain	1.240000000000001
509.5	Respiratory arrest	0.010000000000000002
516.0	Abnormal sputum	0.009999999999999998
429.3	Symptoms involving cardiovascular system	0.0
789.0	Nausea and vomiting	1.3199999999999998
530.9	Heartburn	0.31000000000000005
532.0	Dysphagia	0.2599999999999998
561.2	Flatulence	0.24
561.0	Symptoms involving digestive system	2.18
579.2	Splenomegaly	0.12
573.3	Hepatomegaly	0.07
573.5	Jaundice (not of newborn)	0.14999999999999997
572.0	Ascites (non malignant)	0.050000000000000044
579.0	Other symptoms involving abdomen and pelvis	0.25
579.8	Nonspecific abnormal findings in stool contents	0.08000000000000007
687.4	Disturbance of skin sensation	0.06999999999999995
687.2	Localized superficial swelling, mass, or lump	0.009999999999999995
293.1	Swelling, mass, or lump in head and neck [Space-occupying lesion, intracranial NOS]	0.04000000000000001
519.9	Symptoms involving respiratory system and other chest symptoms	0.009999999999999995
771.0	Musculoskeletal symptoms referable to limbs	0.0
687.0	Symptoms affecting skin	0.009999999999999995
782.6	Pallor and flushing	0.009999999999999995
287.1	Spontaneous ecchymoses	0.010000000000000002
687.3	Changes in skin texture	0.0
350.1	Abnormal involuntary movements	0.03999999999999998
350.2	Abnormality of gait	0.17999999999999994
741.3	Difficulty in walking	0.0
350.3	Lack of coordination	0.06000000000000001
350.5	Abnormal reflex	0.01
781.2	Abnormal posture	0.0
599.3	Dysuria	0.09999999999999998
599.8	Other symptoms involving urinary system	0.01
599.2	Retention of urine	2.67
599.6	Oliguria and anuria	0.020000000000000004
599.5	Frequency of urination and polyuria	0.5299999999999999
599.7	Urethral discharge	0.02
599.9	Other abnormality of urination	0.5
598.0	Abnormal findings on examination of urine	0.76
292.0	Neurological disorders	0.06999999999999998
292.4	Altered mental status	0.42000000000000004
292.3	Memory loss	0.09000000000000002
386.9	Dizziness and giddiness (Light-headedness and vertigo)	0.07000000000000006
350.6	Disturbances of sensation of smell and taste	0.0
292.6	Hallucinations	0.04000000000000001
292.1	Aphasia/speech disturbance	0.15999999999999998
292.12	Symbolic dysfunction	0.01
473.4	Voice disturbance	0.010000000000000009
783.0	Fever of unknown origin	0.16999999999999993
338.1	Acute pain	0.0
338.2	Chronic pain	0.04000000000000001
788.0	Syncope and collapse	0.98
797.1	Cardiogenic shock	0.030000000000000002
797.0	Shock	0.01
459.1	Hemorrhage NOS	0.009999999999999998
782.3	Edema	0.15000000000000002
705.8	Hyperhidrosis	0.09999999999999998
264.9	Lack of normal physiological development, unspecified	0.01
260.6	Anorexia	0.010000000000000009
276.8	Polydipsia	0.010000000000000002
260.7	Polyphagia	0.0
278.4	Abnormal weight gain	0.01
780.0	Hypothermia/Chills	0.03
790.1	Elevated sedimentation rate	0.009999999999999998
790.0	Nonspecific findings on examination of blood	0.009999999999999995
250.41	Impaired fasting glucose	0.03
250.42	Other abnormal glucose	0.06000000000000001
573.9	Abnormal serum enzyme levels	0.05
279.7	Other immunological findings	0.09
250.5	Glycosuria or Acetonuria	0.030000000000000002
598.9	Other nonspecific findings on examination of urine	0.039999999999999994
346.3	Nonspecific abnormal findings in cerebrospinal fluid	0.0
609.2	Abnormal spermatozoa	0.1
514.0	Abnormal findings examination of lungs	0.2300000000000001
611.1	Abnormal mammogram	0.03
346.1	Nonspecific abnormal findings on radiological and other examination of skull and head	0.0
793.2	Nonspecific abnormal findings on radiological and other examination of other intrathoracic organs (echocardiogram, etc)	0.04999999999999999
575.9	Nonspecific abnormal findings on radiological and other examination of biliary tract	0.0
564.8	Abnormal findings on exam of gastrointestinal tract/ abdominal area	0.15000000000000002
793.0	Nonspecific abnormal findings on radiological and other examination of musculoskeletal system	0.010000000000000002
346.2	Nonspecific abnormal results of function study of brain and central nervous system	0.01
346.0	Abnormal findings on study of brain and/or nervous system	0.0
514.1	Abnormal results of function study of pulmonary system	0.0
429.2	Abnormal function study of cardiovascular system	0.06
589.0	Abnormal results of function study of kidney	0.020000000000000004
573.7	Abnormal results of function study of liver	0.15999999999999992
246.7	Abnormal results of function study of thyroid	0.0
259.1	Nonspecific abnormal results of other endocrine function study	0.0
915.0	Superficial injury without mention of infection	0.45999999999999996
916.0	Contusion	0.10999999999999999
870.3	Other open wound of head and face	0.63
870.1	Open wound or laceration of eye or eyelid	0.14
870.4	Open wound of nose and sinus	0.05
870.2	Open wound of ear	0.04000000000000001
870.5	Open wound of lip and mouth	0.05000000000000002
819.0	Skull and face fracture and other intercranial injury	0.23999999999999996
873.0	Broken tooth	0.009999999999999998
817.0	Concussion	0.01
818.0	Intracranial hemorrhage (injury)	0.039999999999999994
872.0	Traumatic amputation	0.18
870.6	Open wound of neck	0.010000000000000002
952.0	Spinal cord injury without evidence of spinal bone injury	0.02
870.0	Open wounds of head; neck; and trunk	0.05
809.0	Fracture of unspecified bones	0.009999999999999998
807.0	Fracture of ribs	0.07
803.3	Fracture of clavicle or scapula	0.060000000000000005
870.8	Open wound of genital organs	0.01
802.0	Fracture of pelvis	0.009999999999999998
871.0	Open wounds of extremities	0.8899999999999999
803.1	Fracture of humerus	0.0
803.0	Fracture of upper limb	0.0
803.2	Fracture of radius and ulna	0.12
804.0	Fracture of hand or wrist	0.08
840.3	Joint/ligament sprain	0.019999999999999997
840.0	Sprains and strains	0.03
800.2	Fracture of unspecified part of femur	0.009999999999999998
800.1	Fracture of neck of femur	0.009999999999999995
800.0	Fracture of lower limb	0.05000000000000002
800.4	Fracture of patella	0.030000000000000002
800.3	Fracture of tibia and fibula	0.03
801.0	Fracture of ankle and foot	0.03
871.4	Open wound of toe(s)	0.009999999999999998
871.3	Open wound of foot except toe(s) alone	0.010000000000000002
801.1	Fracture of foot	0.01
960.0	Poisoning by antibiotics	1.22
960.2	Allergy/adverse effect of penicillin	2.3
960.1	Adverse effects of antibacterials (not penicillins)	0.0
961.1	Poisoning/allergy of sulfonamides	0.35
961.0	Poisoning by other anti-infectives	0.12000000000000001
962.3	Hormones and synthetic substitutes causing adverse effects in therapeutic use	0.04000000000000001
962.0	Poisoning by hormones and synthetic substitutes	0.010000000000000002
963.0	Poisoning by primarily systemic agents	0.04000000000000001
965.0	Poisoning by analgesics, antipyretics, and antirheumatics	1.03
965.3	Salicylates causing adverse effects in therapeutic use	0.04000000000000001
969.0	Poisoning by psychotropic agents	0.09999999999999998
966.0	Poisoning by anticonvulsants and anti-Parkinsonism drugs	0.03
971.0	Poisoning by drugs primarily affecting the autonomic nervous system	0.0
963.1	Antineoplastic and immunosuppressive drugs causing adverse effects	0.0
964.0	Poisoning by agents primarily affecting blood constituents	0.0
964.1	Anticoagulants causing adverse effects	0.039999999999999994
972.0	Poisoning by agents primarily affecting the cardiovascular system	0.039999999999999994
973.0	Poisoning by agents primarily affecting the gastrointestinal system	0.0
975.0	Poisoning by agents primarily acting on the smooth and skeletal muscles and respiratory system	0.01
976.0	Poisoning by agents primarily affecting skin & mucous membrane, ophthalmological, otorhinolaryngological, & dental drugs	0.01
974.0	Poisoning by water, mineral, and uric acid metabolism drugs	0.020000000000000004
979.0	Adverse drug events and drug allergies	0.020000000000000018
981.0	Toxic effect of (non-ethyl) alcohol and petroleum and other solvents	0.010000000000000002
987.0	Toxic effect of other gases, fumes, or vapors	0.02
983.0	Toxic effect of corrosive aromatics, acids, and caustic alkalis	0.0
989.0	Toxic effect of other substances, chiefly nonmedicinal as to source	0.0
985.0	Toxic effect of other metals	0.0
986.0	Toxic effect of carbon monoxide	0.01
988.0	Toxic effect of noxious substances eaten as food	0.0
913.0	Toxic effect of venom	0.010000000000000002
946.0	Anaphylactic shock NOS	0.0
949.0	Allergies, other	0.04000000000000001
958.0	Certain early complications of trauma or procedure	0.06999999999999999
958.2	Traumatic and surgical subcutaneous emphysema	0.03
942.0	Infusion and transfusion reaction	0.0
941.0	Adverse reaction to serum or vaccine	0.010000000000000009
850.0	Hemorrhage or hematoma complicating a procedure	0.010000000000000009
958.1	Postoperative shock	0.01
854.0	Complications of cardiac/vascular device, implant, and graft	0.5900000000000001
81.0	Infection/inflammation of internal prosthetic device; implant; and graft	0.06
859.0	Complication due to other implant and internal device	0.16000000000000003
860.0	Bone marrow or stem cell transplant	0.009999999999999998
510.2	Lung transplant	0.0
851.0	Complications of transplants and reattached limbs	0.18999999999999995
874.0	Complication of amputation stump	0.05
297.2	Suicide or self-inflicted injury	0.03999999999999998
297.0	Suicidal ideation or attempt	0.01
585.31	Renal dialysis	0.13
71.0	Human immunodeficiency virus [HIV] disease	0.03
638.0	Other high-risk pregnancy	0.03
559.0	Ileostomy status	0.24
197.0	Chemotherapy	1.6600000000000001
196.0	Radiotherapy	0.0
289.3	Personal history of diseases of blood and blood-forming organs	0.03
564.9	Personal history of diseases of digestive system	1.2000000000000002
965.1	Opiates and related narcotics causing adverse effects in therapeutic use	0.43
587.0	Kidney replaced by transpant	0.08
573.2	Liver replaced by transplant	0.02
364.9	Cornea replaced by transplant	0.010000000000000002
426.91	Cardiac pacemaker in situ	0.79
395.6	Heart valve replaced	0.4099999999999999
426.9	Cardiac pacemaker/device in situ	0.09
250.3	Insulin pump user	0.01
509.8	Dependence on respirator [Ventilator] or supplemental oxygen	0.09
