PheCode	Phenotype	Age	Prevalence	Case	Controls
721.1	Spondylosis without myelopathy	45-54	0.18	250	138806
721.1	Spondylosis without myelopathy	55-64	0.34	705	205913
721.1	Spondylosis without myelopathy	65-74	0.46	428	92438
442.3	Aneurysm of artery of lower extremity	Total	0.05	249	488142
442.3	Aneurysm of artery of lower extremity	35-44	0.01	4	51100
442.3	Aneurysm of artery of lower extremity	45-54	0.02	25	140019
442.3	Aneurysm of artery of lower extremity	55-64	0.05	106	205978
442.3	Aneurysm of artery of lower extremity	65-74	0.13	114	91045
642.1	Preeclampsia and eclampsia	Total	0.09	435	498836
642.1	Preeclampsia and eclampsia	35-44	0.51	258	50467
642.1	Preeclampsia and eclampsia	45-54	0.12	172	141205
642.1	Preeclampsia and eclampsia	55-64	0.0	5	211508
642.1	Preeclampsia and eclampsia	65-74	0.0	0	95656
81.0	Infection/inflammation of internal prosthetic device; implant; and graft	Total	0.35	1723	492828
81.0	Infection/inflammation of internal prosthetic device; implant; and graft	35-44	0.25	126	50939
81.0	Infection/inflammation of internal prosthetic device; implant; and graft	45-54	0.31	433	139944
81.0	Infection/inflammation of internal prosthetic device; implant; and graft	55-64	0.35	735	208197
81.0	Infection/inflammation of internal prosthetic device; implant; and graft	65-74	0.46	429	93748
497.0	Bronchitis	Total	0.2	926	452084
497.0	Bronchitis	35-44	0.08	40	47909
497.0	Bronchitis	45-54	0.14	189	130908
497.0	Bronchitis	55-64	0.22	428	190364
497.0	Bronchitis	65-74	0.32	269	82903
994.2	Sepsis	Total	1.01	5071	495357
994.2	Sepsis	35-44	0.42	216	51257
994.2	Sepsis	45-54	0.62	882	140899
994.2	Sepsis	55-64	1.12	2375	209143
994.2	Sepsis	65-74	1.67	1598	94058
737.3	Kyphoscoliosis and scoliosis	Total	0.14	704	485349
737.3	Kyphoscoliosis and scoliosis	35-44	0.09	48	50782
737.3	Kyphoscoliosis and scoliosis	45-54	0.09	128	138619
737.3	Kyphoscoliosis and scoliosis	55-64	0.15	300	204032
737.3	Kyphoscoliosis and scoliosis	65-74	0.25	228	91916
979.0	Adverse drug events and drug allergies	Total	0.13	597	461001
979.0	Adverse drug events and drug allergies	35-44	0.17	83	48200
979.0	Adverse drug events and drug allergies	45-54	0.18	234	131857
979.0	Adverse drug events and drug allergies	55-64	0.1	203	194526
979.0	Adverse drug events and drug allergies	65-74	0.09	77	86418
184.1	Malignant neoplasm of ovary and other uterine adnexa	Total	0.03	130	476572
184.1	Malignant neoplasm of ovary and other uterine adnexa	35-44	0.01	3	49938
184.1	Malignant neoplasm of ovary and other uterine adnexa	45-54	0.02	21	136217
184.1	Malignant neoplasm of ovary and other uterine adnexa	55-64	0.03	56	200147
184.1	Malignant neoplasm of ovary and other uterine adnexa	65-74	0.06	50	90270
272.1	Hyperlipidemia	Total	1.71	7781	446989
272.1	Hyperlipidemia	35-44	0.3	152	50285
272.1	Hyperlipidemia	45-54	0.8	1082	134285
272.1	Hyperlipidemia	55-64	1.94	3684	185766
272.1	Hyperlipidemia	65-74	3.6	2863	76653
189.4	Malignant neoplasm of other urinary organs	Total	0.04	178	494561
189.4	Malignant neoplasm of other urinary organs	35-44	0.0	2	51373
189.4	Malignant neoplasm of other urinary organs	45-54	0.01	12	141116
189.4	Malignant neoplasm of other urinary organs	55-64	0.04	84	208763
189.4	Malignant neoplasm of other urinary organs	65-74	0.09	80	93309
561.0	Symptoms involving digestive system	Total	5.08	21115	394601
561.0	Symptoms involving digestive system	35-44	2.72	1271	45533
561.0	Symptoms involving digestive system	45-54	4.04	5009	119105
561.0	Symptoms involving digestive system	55-64	5.63	9706	162836
561.0	Symptoms involving digestive system	65-74	7.1	5129	67127
180.1	Cervical cancer	Total	0.07	328	464611
180.1	Cervical cancer	35-44	0.09	45	48360
180.1	Cervical cancer	45-54	0.09	114	131370
180.1	Cervical cancer	55-64	0.07	128	195663
180.1	Cervical cancer	65-74	0.05	41	89218
369.0	Infection of the eye	Total	0.08	374	486857
369.0	Infection of the eye	35-44	0.06	29	50723
369.0	Infection of the eye	45-54	0.05	74	139031
369.0	Infection of the eye	55-64	0.09	180	205349
369.0	Infection of the eye	65-74	0.1	91	91754
599.3	Dysuria	Total	0.36	1674	466682
599.3	Dysuria	35-44	0.25	126	49709
599.3	Dysuria	45-54	0.3	407	135292
599.3	Dysuria	55-64	0.36	713	196302
599.3	Dysuria	65-74	0.5	428	85379
586.0	Other disorders of the kidney and ureters	Total	0.35	1698	481142
586.0	Other disorders of the kidney and ureters	35-44	0.13	68	50720
586.0	Other disorders of the kidney and ureters	45-54	0.24	333	138743
586.0	Other disorders of the kidney and ureters	55-64	0.37	764	203009
586.0	Other disorders of the kidney and ureters	65-74	0.6	533	88670
752.2	Other specified congenital anomalies of nervous system	Total	0.02	104	499680
752.2	Other specified congenital anomalies of nervous system	35-44	0.03	14	51371
752.2	Other specified congenital anomalies of nervous system	45-54	0.02	32	141554
752.2	Other specified congenital anomalies of nervous system	55-64	0.02	44	211218
752.2	Other specified congenital anomalies of nervous system	65-74	0.01	14	95537
303.3	Psychogenic disorder	Total	0.11	484	441655
303.3	Psychogenic disorder	35-44	0.1	46	47941
303.3	Psychogenic disorder	45-54	0.1	129	130046
303.3	Psychogenic disorder	55-64	0.12	214	184821
303.3	Psychogenic disorder	65-74	0.12	95	78847
38.1	Gram negative septicemia	Total	0.29	1390	477621
38.1	Gram negative septicemia	35-44	0.11	53	50193
38.1	Gram negative septicemia	45-54	0.16	223	137254
38.1	Gram negative septicemia	55-64	0.32	650	201363
38.1	Gram negative septicemia	65-74	0.52	464	88811
8.6	Viral Enteritis	Total	0.26	1305	494563
8.6	Viral Enteritis	35-44	0.2	102	51063
8.6	Viral Enteritis	45-54	0.21	289	140524
8.6	Viral Enteritis	55-64	0.26	546	208962
8.6	Viral Enteritis	65-74	0.39	368	94014
556.1	Ulceration of intestine	Total	0.28	1093	394601
556.1	Ulceration of intestine	35-44	0.19	87	45533
556.1	Ulceration of intestine	45-54	0.19	230	119105
556.1	Ulceration of intestine	55-64	0.32	517	162836
556.1	Ulceration of intestine	65-74	0.38	259	67127
426.25	Other heart block	Total	0.04	184	458792
426.25	Other heart block	35-44	0.01	4	50067
426.25	Other heart block	45-54	0.02	24	135573
426.25	Other heart block	55-64	0.04	84	192722
426.25	Other heart block	65-74	0.09	72	80430
300.11	Generalized anxiety disorder	Total	0.05	222	441655
300.11	Generalized anxiety disorder	35-44	0.05	24	47941
300.11	Generalized anxiety disorder	45-54	0.05	62	130046
300.11	Generalized anxiety disorder	55-64	0.05	100	184821
300.11	Generalized anxiety disorder	65-74	0.05	36	78847
276.11	Hyperosmolality and/or hypernatremia	Total	0.1	496	487225
276.11	Hyperosmolality and/or hypernatremia	35-44	0.04	19	50968
276.11	Hyperosmolality and/or hypernatremia	45-54	0.05	72	139777
276.11	Hyperosmolality and/or hypernatremia	55-64	0.1	207	205617
276.11	Hyperosmolality and/or hypernatremia	65-74	0.22	198	90863
427.3	Other specified cardiac dysrhythmias	Total	1.08	5031	458792
427.3	Other specified cardiac dysrhythmias	35-44	0.33	167	50067
427.3	Other specified cardiac dysrhythmias	45-54	0.59	799	135573
427.3	Other specified cardiac dysrhythmias	55-64	1.14	2223	192722
427.3	Other specified cardiac dysrhythmias	65-74	2.24	1842	80430
327.0	Sleep disorders	Total	0.27	1328	492524
327.0	Sleep disorders	35-44	0.19	99	50890
327.0	Sleep disorders	45-54	0.26	358	139633
327.0	Sleep disorders	55-64	0.3	628	207916
327.0	Sleep disorders	65-74	0.26	243	94085
473.4	Voice disturbance	Total	0.29	1401	475549
473.4	Voice disturbance	35-44	0.12	58	49017
473.4	Voice disturbance	45-54	0.22	292	135198
473.4	Voice disturbance	55-64	0.33	657	201020
473.4	Voice disturbance	65-74	0.43	394	90314
618.5	Prolapse of vaginal vault after hysterectomy	Total	0.13	641	484670
618.5	Prolapse of vaginal vault after hysterectomy	35-44	0.03	15	50779
618.5	Prolapse of vaginal vault after hysterectomy	45-54	0.07	95	138620
618.5	Prolapse of vaginal vault after hysterectomy	55-64	0.16	335	203775
618.5	Prolapse of vaginal vault after hysterectomy	65-74	0.21	196	91496
450.0	Noninfectious disorders of lymphatic channels	Total	0.24	1203	499225
450.0	Noninfectious disorders of lymphatic channels	35-44	0.14	74	51399
450.0	Noninfectious disorders of lymphatic channels	45-54	0.18	257	141524
450.0	Noninfectious disorders of lymphatic channels	55-64	0.26	546	210972
450.0	Noninfectious disorders of lymphatic channels	65-74	0.34	326	95330
600.0	Hyperplasia of prostate	Total	3.36	16487	474083
600.0	Hyperplasia of prostate	35-44	0.25	130	51101
600.0	Hyperplasia of prostate	45-54	1.04	1459	139132
600.0	Hyperplasia of prostate	55-64	3.8	7848	198841
600.0	Hyperplasia of prostate	65-74	7.66	7050	85009
296.1	Bipolar	Total	0.36	1580	441655
296.1	Bipolar	35-44	0.37	177	47941
296.1	Bipolar	45-54	0.4	527	130046
296.1	Bipolar	55-64	0.34	630	184821
296.1	Bipolar	65-74	0.31	246	78847
528.7	Sialolithiasis	Total	0.08	378	492610
528.7	Sialolithiasis	35-44	0.07	35	50929
528.7	Sialolithiasis	45-54	0.08	105	139847
528.7	Sialolithiasis	55-64	0.08	175	207918
528.7	Sialolithiasis	65-74	0.07	63	93916
320.0	Meningitis	Total	0.11	544	498944
320.0	Meningitis	35-44	0.16	81	51329
320.0	Meningitis	45-54	0.12	163	141387
320.0	Meningitis	55-64	0.1	207	210874
320.0	Meningitis	65-74	0.1	93	95354
292.2	Mild cognitive impairment	Total	0.08	383	489014
292.2	Mild cognitive impairment	35-44	0.02	11	50975
292.2	Mild cognitive impairment	45-54	0.04	51	140100
292.2	Mild cognitive impairment	55-64	0.07	148	206745
292.2	Mild cognitive impairment	65-74	0.19	173	91194
789.0	Nausea and vomiting	Total	3.45	17244	483184
789.0	Nausea and vomiting	35-44	2.5	1287	50186
789.0	Nausea and vomiting	45-54	2.96	4191	137590
789.0	Nausea and vomiting	55-64	3.49	7381	204137
789.0	Nausea and vomiting	65-74	4.58	4385	91271
483.0	Acute bronchitis and bronchiolitis	Total	0.07	335	483389
483.0	Acute bronchitis and bronchiolitis	35-44	0.05	25	50666
483.0	Acute bronchitis and bronchiolitis	45-54	0.05	75	138919
483.0	Acute bronchitis and bronchiolitis	55-64	0.07	146	204018
483.0	Acute bronchitis and bronchiolitis	65-74	0.1	89	89786
323.2	Acute (transverse) myelitis	Total	0.02	105	498944
323.2	Acute (transverse) myelitis	35-44	0.03	15	51329
323.2	Acute (transverse) myelitis	45-54	0.03	39	141387
323.2	Acute (transverse) myelitis	55-64	0.02	42	210874
323.2	Acute (transverse) myelitis	65-74	0.01	9	95354
597.2	Urinary complications NEC	Total	0.02	111	480785
597.2	Urinary complications NEC	35-44	0.01	6	50541
597.2	Urinary complications NEC	45-54	0.01	17	138197
597.2	Urinary complications NEC	55-64	0.03	59	202610
597.2	Urinary complications NEC	65-74	0.03	29	89437
41.1	Staphylococcus infections	Total	0.95	4586	477621
41.1	Staphylococcus infections	35-44	0.58	292	50193
41.1	Staphylococcus infections	45-54	0.74	1017	137254
41.1	Staphylococcus infections	55-64	0.99	2015	201363
41.1	Staphylococcus infections	65-74	1.4	1262	88811
751.2	Congenital anomalies of urinary system	Total	0.02	113	497444
751.2	Congenital anomalies of urinary system	35-44	0.02	10	51220
751.2	Congenital anomalies of urinary system	45-54	0.02	26	141009
751.2	Congenital anomalies of urinary system	55-64	0.03	53	210289
751.2	Congenital anomalies of urinary system	65-74	0.03	24	94926
573.5	Jaundice (not of newborn)	Total	0.26	1290	486179
573.5	Jaundice (not of newborn)	35-44	0.11	58	50688
573.5	Jaundice (not of newborn)	45-54	0.2	273	138658
573.5	Jaundice (not of newborn)	55-64	0.29	594	204988
573.5	Jaundice (not of newborn)	65-74	0.4	365	91845
916.0	Contusion	Total	0.42	2083	498345
916.0	Contusion	35-44	0.3	154	51319
916.0	Contusion	45-54	0.34	476	141305
916.0	Contusion	55-64	0.39	816	210702
916.0	Contusion	65-74	0.67	637	95019
610.1	Cystic mastopathy	Total	0.21	1016	491692
610.1	Cystic mastopathy	35-44	0.16	81	50530
610.1	Cystic mastopathy	45-54	0.24	337	138974
610.1	Cystic mastopathy	55-64	0.23	473	207868
610.1	Cystic mastopathy	65-74	0.13	125	94320
306.9	Tension headache	Total	0.1	460	441655
306.9	Tension headache	35-44	0.12	60	47941
306.9	Tension headache	45-54	0.11	149	130046
306.9	Tension headache	55-64	0.1	177	184821
306.9	Tension headache	65-74	0.09	74	78847
594.2	Calculus of lower urinary tract	Total	0.23	1105	489504
594.2	Calculus of lower urinary tract	35-44	0.09	46	50690
594.2	Calculus of lower urinary tract	45-54	0.1	139	139203
594.2	Calculus of lower urinary tract	55-64	0.26	529	206622
594.2	Calculus of lower urinary tract	65-74	0.42	391	92989
187.2	Malignant neoplasm of testis	Total	0.07	328	490679
187.2	Malignant neoplasm of testis	35-44	0.13	66	51331
187.2	Malignant neoplasm of testis	45-54	0.09	131	140865
187.2	Malignant neoplasm of testis	55-64	0.05	97	206707
187.2	Malignant neoplasm of testis	65-74	0.04	34	91776
350.1	Abnormal involuntary movements	Total	0.29	1435	495496
350.1	Abnormal involuntary movements	35-44	0.2	104	51217
350.1	Abnormal involuntary movements	45-54	0.23	329	140939
350.1	Abnormal involuntary movements	55-64	0.3	638	209421
350.1	Abnormal involuntary movements	65-74	0.39	364	93919
204.22	Myeloid leukemia, chronic	Total	0.04	213	494261
204.22	Myeloid leukemia, chronic	35-44	0.03	15	51198
204.22	Myeloid leukemia, chronic	45-54	0.03	43	140732
204.22	Myeloid leukemia, chronic	55-64	0.05	97	208694
204.22	Myeloid leukemia, chronic	65-74	0.06	58	93637
353.1	Nerve plexus lesions	Total	0.03	165	480141
353.1	Nerve plexus lesions	35-44	0.04	22	50233
353.1	Nerve plexus lesions	45-54	0.04	54	136936
353.1	Nerve plexus lesions	55-64	0.03	63	202009
353.1	Nerve plexus lesions	65-74	0.03	26	90963
601.11	Acute prostatitis	Total	0.07	345	474083
601.11	Acute prostatitis	35-44	0.01	6	51101
601.11	Acute prostatitis	45-54	0.03	43	139132
601.11	Acute prostatitis	55-64	0.09	187	198841
601.11	Acute prostatitis	65-74	0.13	109	85009
244.2	Acquired hypothyroidism	Total	0.04	173	474858
244.2	Acquired hypothyroidism	35-44	0.02	12	50119
244.2	Acquired hypothyroidism	45-54	0.03	37	136454
244.2	Acquired hypothyroidism	55-64	0.04	85	199504
244.2	Acquired hypothyroidism	65-74	0.04	39	88781
655.0	Known or suspected fetal abnormality affecting management of mother	Total	1.18	5887	494541
655.0	Known or suspected fetal abnormality affecting management of mother	35-44	7.44	3828	47645
655.0	Known or suspected fetal abnormality affecting management of mother	45-54	1.44	2041	139740
655.0	Known or suspected fetal abnormality affecting management of mother	55-64	0.01	18	211500
655.0	Known or suspected fetal abnormality affecting management of mother	65-74	0.0	0	95656
471.0	Nasal polyps	Total	0.86	4114	475549
471.0	Nasal polyps	35-44	0.58	287	49017
471.0	Nasal polyps	45-54	0.73	1000	135198
471.0	Nasal polyps	55-64	0.92	1870	201020
471.0	Nasal polyps	65-74	1.05	957	90314
195.0	Cancer, suspected or other	Total	0.26	1179	447279
195.0	Cancer, suspected or other	35-44	0.13	63	48958
195.0	Cancer, suspected or other	45-54	0.19	254	131599
195.0	Cancer, suspected or other	55-64	0.28	526	186859
195.0	Cancer, suspected or other	65-74	0.42	336	79863
394.2	Mitral valve disease	Total	0.99	4911	489731
394.2	Mitral valve disease	35-44	0.27	136	51135
394.2	Mitral valve disease	45-54	0.45	640	140326
394.2	Mitral valve disease	55-64	1.03	2147	206777
394.2	Mitral valve disease	65-74	2.13	1988	91493
797.1	Cardiogenic shock	Total	0.03	163	500190
797.1	Cardiogenic shock	35-44	0.0	2	51467
797.1	Cardiogenic shock	45-54	0.02	22	141742
797.1	Cardiogenic shock	55-64	0.04	80	211415
797.1	Cardiogenic shock	65-74	0.06	59	95566
244.1	Secondary hypothyroidism	Total	0.37	1765	474858
244.1	Secondary hypothyroidism	35-44	0.16	80	50119
244.1	Secondary hypothyroidism	45-54	0.27	365	136454
244.1	Secondary hypothyroidism	55-64	0.42	837	199504
244.1	Secondary hypothyroidism	65-74	0.54	483	88781
204.4	Multiple myeloma	Total	0.18	878	494261
204.4	Multiple myeloma	35-44	0.05	25	51198
204.4	Multiple myeloma	45-54	0.09	122	140732
204.4	Multiple myeloma	55-64	0.2	416	208694
204.4	Multiple myeloma	65-74	0.34	315	93637
701.4	Keloid scar	Total	0.07	358	493586
701.4	Keloid scar	35-44	0.08	43	50956
701.4	Keloid scar	45-54	0.1	135	140101
701.4	Keloid scar	55-64	0.06	125	208483
701.4	Keloid scar	65-74	0.06	55	94046
287.0	Purpura and other hemorrhagic conditions	Total	0.03	149	496348
287.0	Purpura and other hemorrhagic conditions	35-44	0.02	8	51166
287.0	Purpura and other hemorrhagic conditions	45-54	0.01	16	140910
287.0	Purpura and other hemorrhagic conditions	55-64	0.03	65	209767
287.0	Purpura and other hemorrhagic conditions	65-74	0.06	60	94505
295.3	Psychosis	Total	0.06	286	441655
295.3	Psychosis	35-44	0.1	47	47941
295.3	Psychosis	45-54	0.07	95	130046
295.3	Psychosis	55-64	0.05	96	184821
295.3	Psychosis	65-74	0.06	48	78847
531.4	Peptic ulcer, site unspecified	Total	0.12	582	489950
531.4	Peptic ulcer, site unspecified	35-44	0.05	25	51040
531.4	Peptic ulcer, site unspecified	45-54	0.08	110	139771
531.4	Peptic ulcer, site unspecified	55-64	0.13	275	206653
531.4	Peptic ulcer, site unspecified	65-74	0.19	172	92486
565.0	Anal and rectal conditions	Total	2.39	11512	469177
565.0	Anal and rectal conditions	35-44	2.16	1088	49335
565.0	Anal and rectal conditions	45-54	2.3	3156	134325
565.0	Anal and rectal conditions	55-64	2.36	4786	197667
565.0	Anal and rectal conditions	65-74	2.75	2482	87850
727.4	Ganglion and cyst of synovium, tendon, and bursa	Total	0.82	3880	470973
727.4	Ganglion and cyst of synovium, tendon, and bursa	35-44	0.62	309	49561
727.4	Ganglion and cyst of synovium, tendon, and bursa	45-54	0.78	1062	134801
727.4	Ganglion and cyst of synovium, tendon, and bursa	55-64	0.88	1765	197937
727.4	Ganglion and cyst of synovium, tendon, and bursa	65-74	0.83	744	88674
739.0	Contracture of joint	Total	0.02	106	485349
739.0	Contracture of joint	35-44	0.02	9	50782
739.0	Contracture of joint	45-54	0.02	22	138619
739.0	Contracture of joint	55-64	0.03	53	204032
739.0	Contracture of joint	65-74	0.02	22	91916
441.0	Vascular insufficiency of intestine	Total	0.1	484	488142
441.0	Vascular insufficiency of intestine	35-44	0.02	12	51100
441.0	Vascular insufficiency of intestine	45-54	0.06	84	140019
441.0	Vascular insufficiency of intestine	55-64	0.11	217	205978
441.0	Vascular insufficiency of intestine	65-74	0.19	171	91045
430.0	Intracranial hemorrhage	Total	0.04	179	485596
430.0	Intracranial hemorrhage	35-44	0.02	9	51070
430.0	Intracranial hemorrhage	45-54	0.03	48	139684
430.0	Intracranial hemorrhage	55-64	0.03	65	204931
430.0	Intracranial hemorrhage	65-74	0.06	57	89911
509.2	Respiratory insufficiency	Total	0.55	2675	482092
509.2	Respiratory insufficiency	35-44	0.17	86	50757
509.2	Respiratory insufficiency	45-54	0.27	373	138991
509.2	Respiratory insufficiency	55-64	0.6	1220	203324
509.2	Respiratory insufficiency	65-74	1.11	996	89020
663.0	Umbilical cord complications during labor and delivery	Total	0.16	798	489956
663.0	Umbilical cord complications during labor and delivery	35-44	0.99	449	44752
663.0	Umbilical cord complications during labor and delivery	45-54	0.25	347	138068
663.0	Umbilical cord complications during labor and delivery	55-64	0.0	2	211483
663.0	Umbilical cord complications during labor and delivery	65-74	0.0	0	95653
287.31	Primary thrombocytopenia	Total	0.12	605	496348
287.31	Primary thrombocytopenia	35-44	0.07	34	51166
287.31	Primary thrombocytopenia	45-54	0.09	121	140910
287.31	Primary thrombocytopenia	55-64	0.13	268	209767
287.31	Primary thrombocytopenia	65-74	0.19	182	94505
798.1	Chronic fatigue syndrome	Total	0.17	861	495313
798.1	Chronic fatigue syndrome	35-44	0.18	91	51087
798.1	Chronic fatigue syndrome	45-54	0.2	286	140496
798.1	Chronic fatigue syndrome	55-64	0.17	364	209334
798.1	Chronic fatigue syndrome	65-74	0.13	120	94396
628.0	Ovarian cyst	Total	1.28	6019	463077
628.0	Ovarian cyst	35-44	2.08	990	46571
628.0	Ovarian cyst	45-54	1.83	2375	127615
628.0	Ovarian cyst	55-64	1.02	2030	197475
628.0	Ovarian cyst	65-74	0.68	624	91416
255.12	Hyperaldosteronism	Total	0.02	116	494804
255.12	Hyperaldosteronism	35-44	0.01	6	51011
255.12	Hyperaldosteronism	45-54	0.02	24	140504
255.12	Hyperaldosteronism	55-64	0.03	63	209124
255.12	Hyperaldosteronism	65-74	0.02	23	94165
364.0	Corneal opacity and other disorders of cornea	Total	0.08	363	482838
364.0	Corneal opacity and other disorders of cornea	35-44	0.03	16	51059
364.0	Corneal opacity and other disorders of cornea	45-54	0.05	69	139521
364.0	Corneal opacity and other disorders of cornea	55-64	0.08	171	203258
364.0	Corneal opacity and other disorders of cornea	65-74	0.12	107	89000
418.0	Nonspecific chest pain	Total	8.13	40395	456718
418.0	Nonspecific chest pain	35-44	5.21	2669	48574
418.0	Nonspecific chest pain	45-54	6.83	9630	131315
418.0	Nonspecific chest pain	55-64	8.63	18133	191902
418.0	Nonspecific chest pain	65-74	10.5	9963	84927
442.8	Aneurysm of other specified artery	Total	0.07	324	488142
442.8	Aneurysm of other specified artery	35-44	0.03	14	51100
442.8	Aneurysm of other specified artery	45-54	0.05	64	140019
442.8	Aneurysm of other specified artery	55-64	0.08	159	205978
442.8	Aneurysm of other specified artery	65-74	0.1	87	91045
695.7	Prurigo and Lichen	Total	0.22	1098	494289
695.7	Prurigo and Lichen	35-44	0.11	54	51050
695.7	Prurigo and Lichen	45-54	0.16	227	140311
695.7	Prurigo and Lichen	55-64	0.25	530	208800
695.7	Prurigo and Lichen	65-74	0.3	287	94128
200.0	Myeloproliferative disease	Total	0.21	1047	494261
200.0	Myeloproliferative disease	35-44	0.08	43	51198
200.0	Myeloproliferative disease	45-54	0.11	155	140732
200.0	Myeloproliferative disease	55-64	0.22	468	208694
200.0	Myeloproliferative disease	65-74	0.41	381	93637
681.5	Cellulitis and abscess of leg, except foot	Total	1.64	8082	484382
681.5	Cellulitis and abscess of leg, except foot	35-44	1.07	543	50107
681.5	Cellulitis and abscess of leg, except foot	45-54	1.27	1777	137767
681.5	Cellulitis and abscess of leg, except foot	55-64	1.72	3589	204648
681.5	Cellulitis and abscess of leg, except foot	65-74	2.31	2173	91860
385.5	Tympanosclerosis and middle ear disease related to otitis media	Total	0.06	292	495303
385.5	Tympanosclerosis and middle ear disease related to otitis media	35-44	0.06	32	51066
385.5	Tympanosclerosis and middle ear disease related to otitis media	45-54	0.06	80	140466
385.5	Tympanosclerosis and middle ear disease related to otitis media	55-64	0.06	129	209247
385.5	Tympanosclerosis and middle ear disease related to otitis media	65-74	0.05	51	94524
250.42	Other abnormal glucose	Total	0.14	656	468659
250.42	Other abnormal glucose	35-44	0.08	40	50183
250.42	Other abnormal glucose	45-54	0.12	159	135840
250.42	Other abnormal glucose	55-64	0.14	284	196931
250.42	Other abnormal glucose	65-74	0.2	173	85705
598.0	Abnormal findings on examination of urine	Total	0.91	4545	495459
598.0	Abnormal findings on examination of urine	35-44	0.47	244	51203
598.0	Abnormal findings on examination of urine	45-54	0.62	876	140835
598.0	Abnormal findings on examination of urine	55-64	0.97	2054	209277
598.0	Abnormal findings on examination of urine	65-74	1.44	1371	94144
362.8	Retinal hemorrhage/ischemia	Total	0.03	154	481288
362.8	Retinal hemorrhage/ischemia	35-44	0.01	6	50993
362.8	Retinal hemorrhage/ischemia	45-54	0.01	18	139235
362.8	Retinal hemorrhage/ischemia	55-64	0.04	74	202590
362.8	Retinal hemorrhage/ischemia	65-74	0.06	56	88470
381.9	Otorrhea	Total	0.07	331	495303
381.9	Otorrhea	35-44	0.05	26	51066
381.9	Otorrhea	45-54	0.06	82	140466
381.9	Otorrhea	55-64	0.07	141	209247
381.9	Otorrhea	65-74	0.09	82	94524
526.41	Temporomandibular joint disorder, unspecified	Total	0.07	328	485832
526.41	Temporomandibular joint disorder, unspecified	35-44	0.06	32	49484
526.41	Temporomandibular joint disorder, unspecified	45-54	0.08	116	137277
526.41	Temporomandibular joint disorder, unspecified	55-64	0.07	140	205889
526.41	Temporomandibular joint disorder, unspecified	65-74	0.04	40	93182
446.9	Arteritis NOS	Total	0.08	389	488142
446.9	Arteritis NOS	35-44	0.04	22	51100
446.9	Arteritis NOS	45-54	0.04	61	140019
446.9	Arteritis NOS	55-64	0.09	184	205978
446.9	Arteritis NOS	65-74	0.13	122	91045
747.1	Cardiac congenital anomalies	Total	0.06	299	496162
747.1	Cardiac congenital anomalies	35-44	0.06	30	51286
747.1	Cardiac congenital anomalies	45-54	0.06	89	141082
747.1	Cardiac congenital anomalies	55-64	0.06	125	209721
747.1	Cardiac congenital anomalies	65-74	0.06	55	94073
586.4	Stricture/obstruction of ureter	Total	0.28	1346	481142
586.4	Stricture/obstruction of ureter	35-44	0.15	76	50720
586.4	Stricture/obstruction of ureter	45-54	0.21	288	138743
586.4	Stricture/obstruction of ureter	55-64	0.3	615	203009
586.4	Stricture/obstruction of ureter	65-74	0.41	367	88670
297.2	Suicide or self-inflicted injury	Total	0.39	1721	441655
297.2	Suicide or self-inflicted injury	35-44	0.64	307	47941
297.2	Suicide or self-inflicted injury	45-54	0.54	707	130046
297.2	Suicide or self-inflicted injury	55-64	0.27	509	184821
297.2	Suicide or self-inflicted injury	65-74	0.25	198	78847
747.12	Valvular heart disease/ heart chambers	Total	0.07	368	496162
747.12	Valvular heart disease/ heart chambers	35-44	0.06	32	51286
747.12	Valvular heart disease/ heart chambers	45-54	0.06	90	141082
747.12	Valvular heart disease/ heart chambers	55-64	0.08	167	209721
747.12	Valvular heart disease/ heart chambers	65-74	0.08	79	94073
198.0	Secondary malignant neoplasm	Total	0.4	1778	447279
198.0	Secondary malignant neoplasm	35-44	0.11	55	48958
198.0	Secondary malignant neoplasm	45-54	0.24	317	131599
198.0	Secondary malignant neoplasm	55-64	0.45	837	186859
198.0	Secondary malignant neoplasm	65-74	0.71	569	79863
740.2	Osteoarthrosis, generalized	Total	0.16	746	468627
740.2	Osteoarthrosis, generalized	35-44	0.01	7	50732
740.2	Osteoarthrosis, generalized	45-54	0.06	77	137277
740.2	Osteoarthrosis, generalized	55-64	0.19	373	196114
740.2	Osteoarthrosis, generalized	65-74	0.34	289	84504
428.1	Congestive heart failure (CHF) NOS	Total	0.73	3584	490466
428.1	Congestive heart failure (CHF) NOS	35-44	0.09	48	51261
428.1	Congestive heart failure (CHF) NOS	45-54	0.23	321	140609
428.1	Congestive heart failure (CHF) NOS	55-64	0.73	1529	207122
428.1	Congestive heart failure (CHF) NOS	65-74	1.81	1686	91474
870.0	Open wounds of head; neck; and trunk	Total	0.05	247	488645
870.0	Open wounds of head; neck; and trunk	35-44	0.07	36	50255
870.0	Open wounds of head; neck; and trunk	45-54	0.06	89	138553
870.0	Open wounds of head; neck; and trunk	55-64	0.04	85	206818
870.0	Open wounds of head; neck; and trunk	65-74	0.04	37	93019
415.2	Chronic pulmonary heart disease	Total	0.06	286	490240
415.2	Chronic pulmonary heart disease	35-44	0.02	8	51104
415.2	Chronic pulmonary heart disease	45-54	0.02	34	140186
415.2	Chronic pulmonary heart disease	55-64	0.06	119	206793
415.2	Chronic pulmonary heart disease	65-74	0.14	125	92157
198.3	Secondary malignant neoplasm of digestive systems	Total	0.56	2505	447279
