PheCode	Phenotype	MinPrev	MaxPrev
960.0	Poisoning by antibiotics	0.16	1.68
596.5	Functional disorders of bladder	0.16	0.95
599.0	Other symptoms/disorders or the urinary system	1.89	2.37
509.5	Respiratory arrest	0.03	0.05
573.3	Hepatomegaly	0.05	0.11
289.9	Abnormality of red blood cells	0.01	0.03
430.1	Subarachnoid hemorrhage	0.22	0.27
782.6	Pallor and flushing	0.04	0.06
726.1	Enthesopathy	0.9	2.13
361.1	Retinal detachment with retinal defect	0.06	0.44
528.41	Cyst of the salivary gland	0.03	0.04
522.5	Periapical abscess	0.1	0.38
564.0	Functional digestive disorders	0.2	0.31
857.0	Mechanical complication of unspecified genitourinary device, implant, and graft	0.3	0.41
270.33	Amyloidosis	0.01	0.04
362.4	Retinal vascular changes and abnomalities	0.11	0.29
401.21	Hypertensive heart disease	0.07	0.1
210.0	Benign neoplasm of lip, oral cavity, and pharynx	0.19	0.26
588.0	Disorders resulting from impaired renal function	0.01	0.03
528.0	Diseases of the oral soft tissues, excluding lesions specific for gingiva and tongue	0.15	0.61
747.13	Congenital anomalies of great vessels	0.57	0.68
592.11	Acute cystitis	0.02	0.29
512.2	Painful respiration	0.05	0.08
174.11	Malignant neoplasm of female breast	3.27	3.41
735.3	Hallux valgus (Bunion)	1.44	1.84
379.3	Aphakia and other disorders of lens	0.05	0.71
721.0	Spondylosis and allied disorders	0.01	0.37
389.2	Conductive hearing loss	0.07	0.12
348.7	Coma	0.07	0.11
