PheCode	Phenotype	MinPrev	MaxPrev
960.0	Poisoning by antibiotics	0.52	1.74
596.5	Functional disorders of bladder	0.42	0.44
599.0	Other symptoms/disorders or the urinary system	1.27	2.72
509.5	Respiratory arrest	0.04	0.05
573.3	Hepatomegaly	0.06	0.13
289.9	Abnormality of red blood cells	0.02	0.03
430.1	Subarachnoid hemorrhage	0.18	0.26
782.6	Pallor and flushing	0.05	0.06
726.1	Enthesopathy	1.9	2.1
361.1	Retinal detachment with retinal defect	0.29	0.55
528.41	Cyst of the salivary gland	0.02	0.03
522.5	Periapical abscess	0.31	0.38
564.0	Functional digestive disorders	0.24	0.35
857.0	Mechanical complication of unspecified genitourinary device, implant, and graft	0.36	0.45
270.33	Amyloidosis	0.04	0.04
362.4	Retinal vascular changes and abnomalities	0.21	0.35
401.21	Hypertensive heart disease	0.05	0.1
210.0	Benign neoplasm of lip, oral cavity, and pharynx	0.25	0.25
588.0	Disorders resulting from impaired renal function	0.03	0.03
528.0	Diseases of the oral soft tissues, excluding lesions specific for gingiva and tongue	0.54	0.58
747.13	Congenital anomalies of great vessels	0.4	0.8
592.11	Acute cystitis	0.04	0.04
512.2	Painful respiration	0.06	0.07
174.11	Malignant neoplasm of female breast	0.08	6.3
735.3	Hallux valgus (Bunion)	0.38	3.0
379.3	Aphakia and other disorders of lens	0.63	0.67
721.0	Spondylosis and allied disorders	0.26	0.39
389.2	Conductive hearing loss	0.11	0.12
348.7	Coma	0.09	0.14
