PheCode	Phenotype	Age	Prevalence	Case	Controls
587.0	Kidney replaced by transpant	Male	0.16	343	217048
760.0	Back pain	Total	1.79	8936	491492
760.0	Back pain	Female	1.94	5296	267072
760.0	Back pain	Male	1.6	3640	224420
569.1	Toxic gastroenteritis and colitis	Total	0.07	314	469177
569.1	Toxic gastroenteritis and colitis	Female	0.07	174	256812
569.1	Toxic gastroenteritis and colitis	Male	0.07	140	212365
428.2	Heart failure NOS	Total	1.41	7014	490466
428.2	Heart failure NOS	Female	0.79	2143	268999
428.2	Heart failure NOS	Male	2.15	4871	221467
433.12	Cerebral atherosclerosis	Total	0.08	394	485596
433.12	Cerebral atherosclerosis	Female	0.06	158	266169
433.12	Cerebral atherosclerosis	Male	0.11	236	219427
626.14	Irregular menstrual bleeding	Total	0.97	4534	463077
626.14	Irregular menstrual bleeding	Female	1.89	4533	235021
626.14	Irregular menstrual bleeding	Male	0.0	1	228056
751.21	Cystic kidney disease	Total	0.12	599	497444
751.21	Cystic kidney disease	Female	0.1	275	270799
751.21	Cystic kidney disease	Male	0.14	324	226645
687.1	Rash and other nonspecific skin eruption	Total	0.66	3249	492407
687.1	Rash and other nonspecific skin eruption	Female	0.65	1745	267934
687.1	Rash and other nonspecific skin eruption	Male	0.67	1504	224473
579.0	Other symptoms involving abdomen and pelvis	Total	0.34	1576	466397
579.0	Other symptoms involving abdomen and pelvis	Female	0.45	1161	254455
579.0	Other symptoms involving abdomen and pelvis	Male	0.2	415	211942
738.4	Acquired spondylolisthesis	Total	0.08	395	485349
738.4	Acquired spondylolisthesis	Female	0.1	268	260128
738.4	Acquired spondylolisthesis	Male	0.06	127	225221
704.0	Diseases of hair and hair follicles	Total	1.33	6622	491981
704.0	Diseases of hair and hair follicles	Female	1.23	3326	268050
704.0	Diseases of hair and hair follicles	Male	1.45	3296	223931
301.0	Personality disorders	Total	0.09	382	441655
301.0	Personality disorders	Female	0.08	202	245022
301.0	Personality disorders	Male	0.09	180	196633
348.8	Encephalopathy, not elsewhere classified	Total	0.05	219	480324
348.8	Encephalopathy, not elsewhere classified	Female	0.03	86	262564
348.8	Encephalopathy, not elsewhere classified	Male	0.06	133	217760
580.12	Non-proliferative glomerulonephritis	Total	0.04	209	481142
580.12	Non-proliferative glomerulonephritis	Female	0.03	90	264094
580.12	Non-proliferative glomerulonephritis	Male	0.05	119	217048
661.0	Fetal distress and abnormal forces of labor	Total	0.58	2850	489956
661.0	Fetal distress and abnormal forces of labor	Female	1.08	2850	261902
661.0	Fetal distress and abnormal forces of labor	Male	0.0	0	228054
872.0	Traumatic amputation	Total	0.12	592	488645
872.0	Traumatic amputation	Female	0.04	115	268058
872.0	Traumatic amputation	Male	0.22	477	220587
695.1	Toxic erythema	Total	0.03	148	494289
695.1	Toxic erythema	Female	0.03	93	268670
695.1	Toxic erythema	Male	0.02	55	225619
371.0	Inflammation of the eye	Total	0.03	141	486857
371.0	Inflammation of the eye	Female	0.02	66	264902
371.0	Inflammation of the eye	Male	0.03	75	221955
378.5	Paralytic strabismus	Total	0.08	408	488734
378.5	Paralytic strabismus	Female	0.08	203	265636
378.5	Paralytic strabismus	Male	0.09	205	223098
523.32	Chronic periodontitis	Total	0.32	1539	485832
523.32	Chronic periodontitis	Female	0.37	969	264064
523.32	Chronic periodontitis	Male	0.26	570	221768
291.8	Alteration of consciousness	Total	0.16	767	489014
291.8	Alteration of consciousness	Female	0.13	358	267399
291.8	Alteration of consciousness	Male	0.18	409	221615
721.1	Spondylosis without myelopathy	Total	0.29	1436	487642
721.1	Spondylosis without myelopathy	Female	0.33	885	265073
721.1	Spondylosis without myelopathy	Male	0.25	551	222569
442.3	Aneurysm of artery of lower extremity	Total	0.05	249	488142
442.3	Aneurysm of artery of lower extremity	Female	0.02	64	267338
442.3	Aneurysm of artery of lower extremity	Male	0.08	185	220804
642.1	Preeclampsia and eclampsia	Total	0.09	435	498836
642.1	Preeclampsia and eclampsia	Female	0.16	435	270776
642.1	Preeclampsia and eclampsia	Male	0.0	0	228060
81.0	Infection/inflammation of internal prosthetic device; implant; and graft	Total	0.35	1723	492828
81.0	Infection/inflammation of internal prosthetic device; implant; and graft	Female	0.32	858	268433
81.0	Infection/inflammation of internal prosthetic device; implant; and graft	Male	0.38	865	224395
497.0	Bronchitis	Total	0.2	926	452084
497.0	Bronchitis	Female	0.21	513	244832
497.0	Bronchitis	Male	0.2	413	207252
994.2	Sepsis	Total	1.01	5071	495357
994.2	Sepsis	Female	0.89	2417	269951
994.2	Sepsis	Male	1.16	2654	225406
737.3	Kyphoscoliosis and scoliosis	Total	0.14	704	485349
737.3	Kyphoscoliosis and scoliosis	Female	0.2	515	260128
737.3	Kyphoscoliosis and scoliosis	Male	0.08	189	225221
979.0	Adverse drug events and drug allergies	Total	0.13	597	461001
979.0	Adverse drug events and drug allergies	Female	0.14	337	246290
979.0	Adverse drug events and drug allergies	Male	0.12	260	214711
184.1	Malignant neoplasm of ovary and other uterine adnexa	Total	0.03	130	476572
184.1	Malignant neoplasm of ovary and other uterine adnexa	Female	0.05	130	248699
184.1	Malignant neoplasm of ovary and other uterine adnexa	Male	0.0	0	227873
272.1	Hyperlipidemia	Total	1.71	7781	446989
272.1	Hyperlipidemia	Female	1.13	2872	250736
272.1	Hyperlipidemia	Male	2.44	4909	196253
189.4	Malignant neoplasm of other urinary organs	Total	0.04	178	494561
189.4	Malignant neoplasm of other urinary organs	Female	0.02	49	270641
189.4	Malignant neoplasm of other urinary organs	Male	0.06	129	223920
561.0	Symptoms involving digestive system	Total	5.08	21115	394601
561.0	Symptoms involving digestive system	Female	6.07	13744	212610
561.0	Symptoms involving digestive system	Male	3.89	7371	181991
180.1	Cervical cancer	Total	0.07	328	464611
180.1	Cervical cancer	Female	0.14	328	236740
180.1	Cervical cancer	Male	0.0	0	227871
369.0	Infection of the eye	Total	0.08	374	486857
369.0	Infection of the eye	Female	0.08	200	264902
369.0	Infection of the eye	Male	0.08	174	221955
599.3	Dysuria	Total	0.36	1674	466682
599.3	Dysuria	Female	0.31	797	255797
599.3	Dysuria	Male	0.41	877	210885
586.0	Other disorders of the kidney and ureters	Total	0.35	1698	481142
586.0	Other disorders of the kidney and ureters	Female	0.27	728	264094
586.0	Other disorders of the kidney and ureters	Male	0.44	970	217048
752.2	Other specified congenital anomalies of nervous system	Total	0.02	104	499680
752.2	Other specified congenital anomalies of nervous system	Female	0.02	56	271878
752.2	Other specified congenital anomalies of nervous system	Male	0.02	48	227802
303.3	Psychogenic disorder	Total	0.11	484	441655
303.3	Psychogenic disorder	Female	0.12	301	245022
303.3	Psychogenic disorder	Male	0.09	183	196633
38.1	Gram negative septicemia	Total	0.29	1390	477621
38.1	Gram negative septicemia	Female	0.23	593	261072
38.1	Gram negative septicemia	Male	0.37	797	216549
8.6	Viral Enteritis	Total	0.26	1305	494563
8.6	Viral Enteritis	Female	0.27	733	269181
8.6	Viral Enteritis	Male	0.25	572	225382
556.1	Ulceration of intestine	Total	0.28	1093	394601
556.1	Ulceration of intestine	Female	0.27	580	212610
556.1	Ulceration of intestine	Male	0.28	513	181991
426.25	Other heart block	Total	0.04	184	458792
426.25	Other heart block	Female	0.02	61	255264
426.25	Other heart block	Male	0.06	123	203528
300.11	Generalized anxiety disorder	Total	0.05	222	441655
300.11	Generalized anxiety disorder	Female	0.05	133	245022
300.11	Generalized anxiety disorder	Male	0.05	89	196633
276.11	Hyperosmolality and/or hypernatremia	Total	0.1	496	487225
276.11	Hyperosmolality and/or hypernatremia	Female	0.07	179	266084
276.11	Hyperosmolality and/or hypernatremia	Male	0.14	317	221141
427.3	Other specified cardiac dysrhythmias	Total	1.08	5031	458792
427.3	Other specified cardiac dysrhythmias	Female	0.71	1828	255264
427.3	Other specified cardiac dysrhythmias	Male	1.55	3203	203528
327.0	Sleep disorders	Total	0.27	1328	492524
327.0	Sleep disorders	Female	0.15	412	269968
327.0	Sleep disorders	Male	0.41	916	222556
473.4	Voice disturbance	Total	0.29	1401	475549
473.4	Voice disturbance	Female	0.3	782	260917
473.4	Voice disturbance	Male	0.29	619	214632
618.5	Prolapse of vaginal vault after hysterectomy	Total	0.13	641	484670
618.5	Prolapse of vaginal vault after hysterectomy	Female	0.25	641	256617
618.5	Prolapse of vaginal vault after hysterectomy	Male	0.0	0	228053
450.0	Noninfectious disorders of lymphatic channels	Total	0.24	1203	499225
450.0	Noninfectious disorders of lymphatic channels	Female	0.28	776	271592
450.0	Noninfectious disorders of lymphatic channels	Male	0.19	427	227633
600.0	Hyperplasia of prostate	Total	3.36	16487	474083
600.0	Hyperplasia of prostate	Female	0.0	8	272204
600.0	Hyperplasia of prostate	Male	7.55	16479	201879
296.1	Bipolar	Total	0.36	1580	441655
296.1	Bipolar	Female	0.38	940	245022
296.1	Bipolar	Male	0.32	640	196633
528.7	Sialolithiasis	Total	0.08	378	492610
528.7	Sialolithiasis	Female	0.07	188	268020
528.7	Sialolithiasis	Male	0.08	190	224590
320.0	Meningitis	Total	0.11	544	498944
320.0	Meningitis	Female	0.11	310	271577
320.0	Meningitis	Male	0.1	234	227367
292.2	Mild cognitive impairment	Total	0.08	383	489014
292.2	Mild cognitive impairment	Female	0.06	173	267399
292.2	Mild cognitive impairment	Male	0.09	210	221615
789.0	Nausea and vomiting	Total	3.45	17244	483184
789.0	Nausea and vomiting	Female	4.05	11020	261348
789.0	Nausea and vomiting	Male	2.73	6224	221836
483.0	Acute bronchitis and bronchiolitis	Total	0.07	335	483389
483.0	Acute bronchitis and bronchiolitis	Female	0.07	194	264838
483.0	Acute bronchitis and bronchiolitis	Male	0.06	141	218551
323.2	Acute (transverse) myelitis	Total	0.02	105	498944
323.2	Acute (transverse) myelitis	Female	0.03	71	271577
323.2	Acute (transverse) myelitis	Male	0.01	34	227367
597.2	Urinary complications NEC	Total	0.02	111	480785
597.2	Urinary complications NEC	Female	0.02	49	264689
597.2	Urinary complications NEC	Male	0.03	62	216096
41.1	Staphylococcus infections	Total	0.95	4586	477621
41.1	Staphylococcus infections	Female	0.74	1946	261072
41.1	Staphylococcus infections	Male	1.2	2640	216549
751.2	Congenital anomalies of urinary system	Total	0.02	113	497444
751.2	Congenital anomalies of urinary system	Female	0.02	48	270799
751.2	Congenital anomalies of urinary system	Male	0.03	65	226645
573.5	Jaundice (not of newborn)	Total	0.26	1290	486179
573.5	Jaundice (not of newborn)	Female	0.2	520	265153
573.5	Jaundice (not of newborn)	Male	0.35	770	221026
916.0	Contusion	Total	0.42	2083	498345
916.0	Contusion	Female	0.37	998	271370
916.0	Contusion	Male	0.48	1085	226975
610.1	Cystic mastopathy	Total	0.21	1016	491692
610.1	Cystic mastopathy	Female	0.38	1013	263990
610.1	Cystic mastopathy	Male	0.0	3	227702
306.9	Tension headache	Total	0.1	460	441655
306.9	Tension headache	Female	0.13	309	245022
306.9	Tension headache	Male	0.08	151	196633
594.2	Calculus of lower urinary tract	Total	0.23	1105	489504
594.2	Calculus of lower urinary tract	Female	0.07	181	268724
594.2	Calculus of lower urinary tract	Male	0.42	924	220780
187.2	Malignant neoplasm of testis	Total	0.07	328	490679
187.2	Malignant neoplasm of testis	Female	0.0	1	272211
187.2	Malignant neoplasm of testis	Male	0.15	327	218468
350.1	Abnormal involuntary movements	Total	0.29	1435	495496
350.1	Abnormal involuntary movements	Female	0.27	732	269995
350.1	Abnormal involuntary movements	Male	0.31	703	225501
204.22	Myeloid leukemia, chronic	Total	0.04	213	494261
204.22	Myeloid leukemia, chronic	Female	0.04	97	269577
204.22	Myeloid leukemia, chronic	Male	0.05	116	224684
353.1	Nerve plexus lesions	Total	0.03	165	480141
353.1	Nerve plexus lesions	Female	0.04	100	259003
353.1	Nerve plexus lesions	Male	0.03	65	221138
601.11	Acute prostatitis	Total	0.07	345	474083
601.11	Acute prostatitis	Female	0.0	0	272204
601.11	Acute prostatitis	Male	0.17	345	201879
244.2	Acquired hypothyroidism	Total	0.04	173	474858
244.2	Acquired hypothyroidism	Female	0.05	128	251658
244.2	Acquired hypothyroidism	Male	0.02	45	223200
655.0	Known or suspected fetal abnormality affecting management of mother	Total	1.18	5887	494541
655.0	Known or suspected fetal abnormality affecting management of mother	Female	2.16	5885	266483
655.0	Known or suspected fetal abnormality affecting management of mother	Male	0.0	2	228058
471.0	Nasal polyps	Total	0.86	4114	475549
471.0	Nasal polyps	Female	0.52	1375	260917
471.0	Nasal polyps	Male	1.26	2739	214632
195.0	Cancer, suspected or other	Total	0.26	1179	447279
195.0	Cancer, suspected or other	Female	0.27	664	243022
195.0	Cancer, suspected or other	Male	0.25	515	204257
394.2	Mitral valve disease	Total	0.99	4911	489731
394.2	Mitral valve disease	Female	0.81	2175	267511
394.2	Mitral valve disease	Male	1.22	2736	222220
797.1	Cardiogenic shock	Total	0.03	163	500190
797.1	Cardiogenic shock	Female	0.02	46	272292
797.1	Cardiogenic shock	Male	0.05	117	227898
244.1	Secondary hypothyroidism	Total	0.37	1765	474858
244.1	Secondary hypothyroidism	Female	0.57	1444	251658
244.1	Secondary hypothyroidism	Male	0.14	321	223200
204.4	Multiple myeloma	Total	0.18	878	494261
204.4	Multiple myeloma	Female	0.14	376	269577
204.4	Multiple myeloma	Male	0.22	502	224684
701.4	Keloid scar	Total	0.07	358	493586
701.4	Keloid scar	Female	0.09	240	268105
701.4	Keloid scar	Male	0.05	118	225481
287.0	Purpura and other hemorrhagic conditions	Total	0.03	149	496348
287.0	Purpura and other hemorrhagic conditions	Female	0.03	80	270348
287.0	Purpura and other hemorrhagic conditions	Male	0.03	69	226000
295.3	Psychosis	Total	0.06	286	441655
295.3	Psychosis	Female	0.06	156	245022
295.3	Psychosis	Male	0.07	130	196633
531.4	Peptic ulcer, site unspecified	Total	0.12	582	489950
531.4	Peptic ulcer, site unspecified	Female	0.09	235	267657
531.4	Peptic ulcer, site unspecified	Male	0.16	347	222293
565.0	Anal and rectal conditions	Total	2.39	11512	469177
565.0	Anal and rectal conditions	Female	2.09	5481	256812
565.0	Anal and rectal conditions	Male	2.76	6031	212365
727.4	Ganglion and cyst of synovium, tendon, and bursa	Total	0.82	3880	470973
727.4	Ganglion and cyst of synovium, tendon, and bursa	Female	1.01	2628	256374
727.4	Ganglion and cyst of synovium, tendon, and bursa	Male	0.58	1252	214599
739.0	Contracture of joint	Total	0.02	106	485349
739.0	Contracture of joint	Female	0.02	49	260128
739.0	Contracture of joint	Male	0.03	57	225221
441.0	Vascular insufficiency of intestine	Total	0.1	484	488142
441.0	Vascular insufficiency of intestine	Female	0.11	287	267338
441.0	Vascular insufficiency of intestine	Male	0.09	197	220804
430.0	Intracranial hemorrhage	Total	0.04	179	485596
430.0	Intracranial hemorrhage	Female	0.03	69	266169
430.0	Intracranial hemorrhage	Male	0.05	110	219427
509.2	Respiratory insufficiency	Total	0.55	2675	482092
509.2	Respiratory insufficiency	Female	0.42	1110	264623
509.2	Respiratory insufficiency	Male	0.71	1565	217469
663.0	Umbilical cord complications during labor and delivery	Total	0.16	798	489956
663.0	Umbilical cord complications during labor and delivery	Female	0.3	798	261902
663.0	Umbilical cord complications during labor and delivery	Male	0.0	0	228054
287.31	Primary thrombocytopenia	Total	0.12	605	496348
287.31	Primary thrombocytopenia	Female	0.12	327	270348
287.31	Primary thrombocytopenia	Male	0.12	278	226000
798.1	Chronic fatigue syndrome	Total	0.17	861	495313
798.1	Chronic fatigue syndrome	Female	0.24	649	269404
798.1	Chronic fatigue syndrome	Male	0.09	212	225909
628.0	Ovarian cyst	Total	1.28	6019	463077
628.0	Ovarian cyst	Female	2.5	6019	235021
628.0	Ovarian cyst	Male	0.0	0	228056
255.12	Hyperaldosteronism	Total	0.02	116	494804
255.12	Hyperaldosteronism	Female	0.02	47	269222
255.12	Hyperaldosteronism	Male	0.03	69	225582
364.0	Corneal opacity and other disorders of cornea	Total	0.08	363	482838
364.0	Corneal opacity and other disorders of cornea	Female	0.08	214	263427
364.0	Corneal opacity and other disorders of cornea	Male	0.07	149	219411
418.0	Nonspecific chest pain	Total	8.13	40395	456718
418.0	Nonspecific chest pain	Female	7.56	20469	250168
418.0	Nonspecific chest pain	Male	8.8	19926	206550
442.8	Aneurysm of other specified artery	Total	0.07	324	488142
442.8	Aneurysm of other specified artery	Female	0.06	169	267338
442.8	Aneurysm of other specified artery	Male	0.07	155	220804
695.7	Prurigo and Lichen	Total	0.22	1098	494289
695.7	Prurigo and Lichen	Female	0.27	724	268670
695.7	Prurigo and Lichen	Male	0.17	374	225619
200.0	Myeloproliferative disease	Total	0.21	1047	494261
200.0	Myeloproliferative disease	Female	0.19	512	269577
200.0	Myeloproliferative disease	Male	0.24	535	224684
681.5	Cellulitis and abscess of leg, except foot	Total	1.64	8082	484382
681.5	Cellulitis and abscess of leg, except foot	Female	1.19	3197	265342
681.5	Cellulitis and abscess of leg, except foot	Male	2.18	4885	219040
385.5	Tympanosclerosis and middle ear disease related to otitis media	Total	0.06	292	495303
385.5	Tympanosclerosis and middle ear disease related to otitis media	Female	0.06	173	269679
385.5	Tympanosclerosis and middle ear disease related to otitis media	Male	0.05	119	225624
250.42	Other abnormal glucose	Total	0.14	656	468659
250.42	Other abnormal glucose	Female	0.11	295	259550
250.42	Other abnormal glucose	Male	0.17	361	209109
598.0	Abnormal findings on examination of urine	Total	0.91	4545	495459
598.0	Abnormal findings on examination of urine	Female	0.56	1534	270645
598.0	Abnormal findings on examination of urine	Male	1.32	3011	224814
362.8	Retinal hemorrhage/ischemia	Total	0.03	154	481288
362.8	Retinal hemorrhage/ischemia	Female	0.03	72	262877
362.8	Retinal hemorrhage/ischemia	Male	0.04	82	218411
381.9	Otorrhea	Total	0.07	331	495303
381.9	Otorrhea	Female	0.06	156	269679
381.9	Otorrhea	Male	0.08	175	225624
526.41	Temporomandibular joint disorder, unspecified	Total	0.07	328	485832
526.41	Temporomandibular joint disorder, unspecified	Female	0.1	274	264064
526.41	Temporomandibular joint disorder, unspecified	Male	0.02	54	221768
446.9	Arteritis NOS	Total	0.08	389	488142
446.9	Arteritis NOS	Female	0.08	205	267338
446.9	Arteritis NOS	Male	0.08	184	220804
747.1	Cardiac congenital anomalies	Total	0.06	299	496162
747.1	Cardiac congenital anomalies	Female	0.07	179	270568
747.1	Cardiac congenital anomalies	Male	0.05	120	225594
586.4	Stricture/obstruction of ureter	Total	0.28	1346	481142
586.4	Stricture/obstruction of ureter	Female	0.22	577	264094
586.4	Stricture/obstruction of ureter	Male	0.35	769	217048
297.2	Suicide or self-inflicted injury	Total	0.39	1721	441655
297.2	Suicide or self-inflicted injury	Female	0.37	915	245022
297.2	Suicide or self-inflicted injury	Male	0.41	806	196633
747.12	Valvular heart disease/ heart chambers	Total	0.07	368	496162
747.12	Valvular heart disease/ heart chambers	Female	0.05	138	270568
747.12	Valvular heart disease/ heart chambers	Male	0.1	230	225594
198.0	Secondary malignant neoplasm	Total	0.4	1778	447279
198.0	Secondary malignant neoplasm	Female	0.41	1012	243022
198.0	Secondary malignant neoplasm	Male	0.37	766	204257
740.2	Osteoarthrosis, generalized	Total	0.16	746	468627
740.2	Osteoarthrosis, generalized	Female	0.2	504	253513
740.2	Osteoarthrosis, generalized	Male	0.11	242	215114
428.1	Congestive heart failure (CHF) NOS	Total	0.73	3584	490466
428.1	Congestive heart failure (CHF) NOS	Female	0.44	1177	268999
428.1	Congestive heart failure (CHF) NOS	Male	1.08	2407	221467
870.0	Open wounds of head; neck; and trunk	Total	0.05	247	488645
870.0	Open wounds of head; neck; and trunk	Female	0.03	79	268058
870.0	Open wounds of head; neck; and trunk	Male	0.08	168	220587
415.2	Chronic pulmonary heart disease	Total	0.06	286	490240
415.2	Chronic pulmonary heart disease	Female	0.05	136	268142
415.2	Chronic pulmonary heart disease	Male	0.07	150	222098
198.3	Secondary malignant neoplasm of digestive systems	Total	0.56	2505	447279
198.3	Secondary malignant neoplasm of digestive systems	Female	0.65	1586	243022
198.3	Secondary malignant neoplasm of digestive systems	Male	0.45	919	204257
402.0	Elevated blood pressure reading without diagnosis of hypertension	Total	0.56	2189	386883
402.0	Elevated blood pressure reading without diagnosis of hypertension	Female	0.49	1073	218983
402.0	Elevated blood pressure reading without diagnosis of hypertension	Male	0.66	1116	167900
728.7	Fasciitis	Total	0.08	355	470973
728.7	Fasciitis	Female	0.09	222	256374
728.7	Fasciitis	Male	0.06	133	214599
681.7	Cellulitis and abscess of trunk	Total	0.18	873	484382
681.7	Cellulitis and abscess of trunk	Female	0.19	502	265342
681.7	Cellulitis and abscess of trunk	Male	0.17	371	219040
530.9	Heartburn	Total	0.66	2932	442592
530.9	Heartburn	Female	0.8	1942	241260
530.9	Heartburn	Male	0.49	990	201332
250.2	Type 2 diabetes	Total	5.95	29668	468659
250.2	Type 2 diabetes	Female	4.35	11810	259550
250.2	Type 2 diabetes	Male	7.87	17858	209109
332.0	Parkinson's disease	Total	0.4	1921	480324
332.0	Parkinson's disease	Female	0.28	749	262564
332.0	Parkinson's disease	Male	0.54	1172	217760
907.0	Injuries to the nervous system	Total	0.36	1796	498632
907.0	Injuries to the nervous system	Female	0.28	752	271616
907.0	Injuries to the nervous system	Male	0.46	1044	227016
348.2	Cerebral edema and compression of brain	Total	0.09	421	480324
348.2	Cerebral edema and compression of brain	Female	0.09	246	262564
348.2	Cerebral edema and compression of brain	Male	0.08	175	217760
187.8	Neoplasm of uncertain behavior of male genital organs	Total	0.03	132	490679
187.8	Neoplasm of uncertain behavior of male genital organs	Female	0.0	0	272211
187.8	Neoplasm of uncertain behavior of male genital organs	Male	0.06	132	218468
528.11	Stomatitis and mucositis (ulcerative)	Total	0.12	603	492610
528.11	Stomatitis and mucositis (ulcerative)	Female	0.13	342	268020
528.11	Stomatitis and mucositis (ulcerative)	Male	0.12	261	224590
379.5	Disorders of iris and ciliary body	Total	0.11	561	488734
379.5	Disorders of iris and ciliary body	Female	0.1	268	265636
379.5	Disorders of iris and ciliary body	Male	0.13	293	223098
379.9	Pain, swelling or discharge of eye	Total	0.05	264	488734
379.9	Pain, swelling or discharge of eye	Female	0.06	161	265636
379.9	Pain, swelling or discharge of eye	Male	0.05	103	223098
480.11	Pneumococcal pneumonia	Total	2.01	9932	483389
480.11	Pneumococcal pneumonia	Female	1.64	4423	264838
480.11	Pneumococcal pneumonia	Male	2.46	5509	218551
627.4	Premenopausal menorrhagia	Total	0.08	382	463077
627.4	Premenopausal menorrhagia	Female	0.16	382	235021
627.4	Premenopausal menorrhagia	Male	0.0	0	228056
698.0	Pruritus and related conditions	Total	0.23	1131	499297
698.0	Pruritus and related conditions	Female	0.25	674	271694
698.0	Pruritus and related conditions	Male	0.2	457	227603
368.3	Anisometropia	Total	0.05	248	495265
368.3	Anisometropia	Female	0.05	137	269567
368.3	Anisometropia	Male	0.05	111	225698
540.1	Appendicitis	Total	0.15	729	496614
540.1	Appendicitis	Female	0.15	400	270355
540.1	Appendicitis	Male	0.15	329	226259
172.2	Other non-epithelial cancer of skin	Total	3.2	15883	480841
172.2	Other non-epithelial cancer of skin	Female	2.77	7497	262764
172.2	Other non-epithelial cancer of skin	Male	3.7	8386	218077
258.0	Iatrogenic endocrine disorders	Total	0.03	152	494804
258.0	Iatrogenic endocrine disorders	Female	0.03	73	269222
258.0	Iatrogenic endocrine disorders	Male	0.04	79	225582
599.6	Oliguria and anuria	Total	0.04	177	466682
599.6	Oliguria and anuria	Female	0.03	67	255797
599.6	Oliguria and anuria	Male	0.05	110	210885
110.11	Dermatophytosis of nail	Total	0.02	118	496017
110.11	Dermatophytosis of nail	Female	0.02	42	269986
110.11	Dermatophytosis of nail	Male	0.03	76	226031
512.8	Cough	Total	0.94	4601	486150
512.8	Cough	Female	0.94	2519	264722
512.8	Cough	Male	0.93	2082	221428
427.5	Arrhythmia (cardiac) NOS	Total	0.31	1407	458792
427.5	Arrhythmia (cardiac) NOS	Female	0.26	659	255264
427.5	Arrhythmia (cardiac) NOS	Male	0.37	748	203528
568.0	Other disorders of peritoneum	Total	0.07	351	469177
568.0	Other disorders of peritoneum	Female	0.08	211	256812
568.0	Other disorders of peritoneum	Male	0.07	140	212365
960.2	Allergy/adverse effect of penicillin	Total	4.9	23757	461001
960.2	Allergy/adverse effect of penicillin	Female	5.96	15599	246290
960.2	Allergy/adverse effect of penicillin	Male	3.66	8158	214711
701.2	Scar conditions and fibrosis of skin	Total	0.63	3116	493586
701.2	Scar conditions and fibrosis of skin	Female	0.76	2041	268105
701.2	Scar conditions and fibrosis of skin	Male	0.47	1075	225481
512.7	Shortness of breath	Total	1.88	9301	486150
512.7	Shortness of breath	Female	1.83	4945	264722
512.7	Shortness of breath	Male	1.93	4356	221428
573.0	Other disorders of liver	Total	0.52	2533	486179
573.0	Other disorders of liver	Female	0.51	1356	265153
573.0	Other disorders of liver	Male	0.53	1177	221026
250.23	Type 2 diabetes with ophthalmic manifestations	Total	0.48	2265	468659
250.23	Type 2 diabetes with ophthalmic manifestations	Female	0.32	829	259550
250.23	Type 2 diabetes with ophthalmic manifestations	Male	0.68	1436	209109
145.0	Cancer of mouth	Total	0.04	210	497546
145.0	Cancer of mouth	Female	0.03	83	271164
145.0	Cancer of mouth	Male	0.06	127	226382
288.11	Neutropenia	Total	0.99	4903	489304
288.11	Neutropenia	Female	1.09	2936	266288
288.11	Neutropenia	Male	0.87	1967	223016
561.2	Flatulence	Total	0.67	2643	394601
561.2	Flatulence	Female	0.78	1663	212610
561.2	Flatulence	Male	0.54	980	181991
250.5	Glycosuria or Acetonuria	Total	0.04	167	468659
250.5	Glycosuria or Acetonuria	Female	0.05	126	259550
250.5	Glycosuria or Acetonuria	Male	0.02	41	209109
369.5	Conjunctivitis, infectious	Total	0.08	369	486857
369.5	Conjunctivitis, infectious	Female	0.07	189	264902
369.5	Conjunctivitis, infectious	Male	0.08	180	221955
389.1	Sensorineural hearing loss	Total	0.15	757	493360
389.1	Sensorineural hearing loss	Female	0.14	364	269037
389.1	Sensorineural hearing loss	Male	0.17	393	224323
427.6	Premature beats	Total	0.23	1048	458792
427.6	Premature beats	Female	0.18	459	255264
427.6	Premature beats	Male	0.29	589	203528
681.6	Cellulitis and abscess of foot, toe	Total	1.64	8082	484382
681.6	Cellulitis and abscess of foot, toe	Female	1.19	3197	265342
681.6	Cellulitis and abscess of foot, toe	Male	2.18	4885	219040
830.0	Dislocation	Total	0.54	2675	492462
830.0	Dislocation	Female	0.42	1121	268846
830.0	Dislocation	Male	0.69	1554	223616
427.7	Tachycardia NOS	Total	0.77	3580	458792
427.7	Tachycardia NOS	Female	0.73	1873	255264
427.7	Tachycardia NOS	Male	0.83	1707	203528
646.0	Other complications of pregnancy NEC	Total	0.64	3186	497242
646.0	Other complications of pregnancy NEC	Female	1.17	3186	269182
646.0	Other complications of pregnancy NEC	Male	0.0	0	228060
772.0	Symptoms of the muscles	Total	0.06	309	500081
772.0	Symptoms of the muscles	Female	0.05	145	272212
772.0	Symptoms of the muscles	Male	0.07	164	227869
221.0	Benign neoplasm of other female genital organs	Total	0.06	272	463219
221.0	Benign neoplasm of other female genital organs	Female	0.12	272	236104
221.0	Benign neoplasm of other female genital organs	Male	0.0	0	227115
585.31	Renal dialysis	Total	0.17	831	481142
585.31	Renal dialysis	Female	0.11	299	264094
585.31	Renal dialysis	Male	0.24	532	217048
286.7	Other and unspecified coagulation defects	Total	0.11	568	496348
286.7	Other and unspecified coagulation defects	Female	0.11	301	270348
286.7	Other and unspecified coagulation defects	Male	0.12	267	226000
761.0	Cervicalgia	Total	0.29	1465	498963
761.0	Cervicalgia	Female	0.34	918	271450
761.0	Cervicalgia	Male	0.24	547	227513
619.3	Noninflammatory disorders of cervix	Total	0.71	3495	488638
619.3	Noninflammatory disorders of cervix	Female	1.32	3494	260580
619.3	Noninflammatory disorders of cervix	Male	0.0	1	228058
