PheCode	Phenotype	MinPrev	MaxPrev
960.0	Poisoning by antibiotics	0.78	1.6
596.5	Functional disorders of bladder	0.23	0.61
599.0	Other symptoms/disorders or the urinary system	0.92	3.29
509.5	Respiratory arrest	0.02	0.06
573.3	Hepatomegaly	0.06	0.11
289.9	Abnormality of red blood cells	0.01	0.04
430.1	Subarachnoid hemorrhage	0.13	0.25
782.6	Pallor and flushing	0.04	0.06
726.1	Enthesopathy	0.99	2.7
361.1	Retinal detachment with retinal defect	0.17	0.51
528.41	Cyst of the salivary gland	0.02	0.03
522.5	Periapical abscess	0.3	0.39
564.0	Functional digestive disorders	0.16	0.5
857.0	Mechanical complication of unspecified genitourinary device, implant, and graft	0.25	0.6
270.33	Amyloidosis	0.01	0.09
362.4	Retinal vascular changes and abnomalities	0.06	0.58
401.21	Hypertensive heart disease	0.01	0.17
210.0	Benign neoplasm of lip, oral cavity, and pharynx	0.19	0.28
588.0	Disorders resulting from impaired renal function	0.01	0.04
528.0	Diseases of the oral soft tissues, excluding lesions specific for gingiva and tongue	0.37	0.67
747.13	Congenital anomalies of great vessels	0.1	1.38
592.11	Acute cystitis	0.02	0.08
512.2	Painful respiration	0.04	0.09
174.11	Malignant neoplasm of female breast	1.54	4.32
735.3	Hallux valgus (Bunion)	0.65	2.21
379.3	Aphakia and other disorders of lens	0.08	1.65
721.0	Spondylosis and allied disorders	0.12	0.56
389.2	Conductive hearing loss	0.09	0.12
348.7	Coma	0.07	0.18
