PheCode	Phenotype	MinPrev	MaxPrev
960.0	Poisoning by antibiotics	1.12	1.21
596.5	Functional disorders of bladder	0.34	0.6
599.0	Other symptoms/disorders or the urinary system	1.74	2.42
509.5	Respiratory arrest	0.03	0.07
573.3	Hepatomegaly	0.06	0.17
289.9	Abnormality of red blood cells	0.02	0.04
430.1	Subarachnoid hemorrhage	0.18	0.26
782.6	Pallor and flushing	0.04	0.06
726.1	Enthesopathy	1.91	2.1
361.1	Retinal detachment with retinal defect	0.37	0.43
528.41	Cyst of the salivary gland	0.01	0.04
522.5	Periapical abscess	0.29	0.47
564.0	Functional digestive disorders	0.25	0.35
857.0	Mechanical complication of unspecified genitourinary device, implant, and graft	0.34	0.53
270.33	Amyloidosis	0.04	0.04
362.4	Retinal vascular changes and abnomalities	0.26	0.28
401.21	Hypertensive heart disease	0.05	0.1
210.0	Benign neoplasm of lip, oral cavity, and pharynx	0.23	0.28
588.0	Disorders resulting from impaired renal function	0.02	0.05
528.0	Diseases of the oral soft tissues, excluding lesions specific for gingiva and tongue	0.52	0.6
747.13	Congenital anomalies of great vessels	0.51	0.7
592.11	Acute cystitis	0.03	0.05
512.2	Painful respiration	0.05	0.09
174.11	Malignant neoplasm of female breast	3.17	3.52
735.3	Hallux valgus (Bunion)	1.72	1.89
379.3	Aphakia and other disorders of lens	0.6	0.7
721.0	Spondylosis and allied disorders	0.23	0.52
389.2	Conductive hearing loss	0.09	0.14
348.7	Coma	0.08	0.16
